职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
平台赋能，成为城市租赁运营商，共享成熟体系,杭州,杭州宽寓房屋租赁管理有限公司,学历不限,经验不限,,150000-250000,依托公司成熟的运营体系，你将快速成长为专业的租赁运营商，拥有自己的团队和市场。,房地产中介,http://jobs.zhaopin.com/CCL1437242710J40786887210.htm,20-99人,2025-09-11 00:00:02,150000.0,250000.0,12.0
产品培训专家 / 产品实训导师,杭州,黑龙江海康软件工程有限公司,本科,5-10年,软件产品,150000-200000,核心职责：1、设计并交付产品实训课程：围绕B端客户业务场景（能源行业），开发涵盖需求洞察、产品规划、PRD撰写、原型设计、MVP验证等环节的实训项目。2、主导端到端实训带教：在培训项目中担任实训师兄，带领学员小组完成B端产品模块从概念到原型/方案的全过程，提供实时反馈与指导。3、构建可复用的方法论体系：沉淀适用于能源行业的B端产品设计框架、模板工具与评估标准，形成标准化培训资产。4、赋能客户与内部...,计算机软件,http://jobs.zhaopin.com/CC139612110J40850600012.htm,500-999人,2025-11-18 15:39:58,150000.0,200000.0,12.0
新媒体营运总监,杭州,正立建设集团有限公司,本科,5-10年,"内容运营,品牌运营",40000-80000,基本要求：1、年龄：30-40 岁之间，具备一定行业沉淀的同时，能适应快节奏、高压力的工作环境。2、学历：本科及以上学历，传媒、广告、市场营销等相关专业优先。3、工作经验：拥有 5 年以上 MCN、互联网平台或内容行业经验，1 年以上头部 MCN 运营或商务负责人经历为佳。具备管理过年度 GMV 亿级的商务团队，或孵化过单平台粉丝百万级达人的经验。4、专业技能：①运营规划能力：精通品牌营销、直播带...,工程施工,http://jobs.zhaopin.com/CC478189280J40837572813.htm,500-999人,2025-10-30 09:34:19,40000.0,80000.0,12.0
跨境物流B段招标采购专家-国际电商,杭州,字节跳动,本科,5-10年,,40000-60000,岗位职责：1、根据业务需求，基于集团采购制度下，负责国际电商跨境物流服务采购工作；2、储备和寻找物流服务商资源，包括仓储、运输、报关等业务领域；3、配合其他相关部门根据业务发展策略制定本地物流服务采购策略；4、与服务商的合同谈判、商务谈判、价格和成本管理；5、参与服务商管理、伙伴关系建立和与服务商合作处理异常。任职要求：1、本科及以上学历，具备丰富电商物流采购经验和物流履约业务经验；2、熟悉干线运...,互联网,http://jobs.zhaopin.com/CC469217510J40745952201.htm,10000人以上,2025-10-22 14:45:29,40000.0,60000.0,12.0
PDT经理,杭州,山东金晔农法食品有限公司,本科,5-10年,"项目管理,新品上市,产品全生命周期管理,跨职能团队领导,P&L管理（利润与损失管理）",35000-60000,岗位职责1.﻿﻿﻿组织团队撰写产品任务书（Charter）2.领导跨职能团队，管理产品从概念、开发、验证到上市的全生命周期。3.制定并执行产品业务计划，对产品的收入、利润及投资回报率（ROI）目标负责。4.﻿﻿﻿协调研发、供应链、市场、销售等资源，解决项目冲突，确保项目顺利推进。5.作为团队对外的唯一接口，向IPMT汇报项目进展，并获取关键决策与资源。任职资格1.必须拥有5年以上产品全生命周期管理...,快速消费品,http://jobs.zhaopin.com/CC403511780J40799836007.htm,500-999人,2025-10-13 09:31:24,35000.0,60000.0,12.0
新媒体营销负责人—（智能图书、管幅30+）,杭州,作业帮,本科,3-5年,"短视频平台,抖音,微信视频号,小红书,教育类,美妆类,母婴类,内容运营,短视频运营,直播运营,电商运用",40000-60000,异地招聘：江西省南昌市青山湖区【岗位职责】直播体系搭建1. 策划并执行直播营销方案，统筹直播选品、脚本策划、流程执行及数据复盘；2. 优化直播流量获取与转化路径，提升GMV及用户留存率。短视频内容战略3. 制定短视频内容矩阵规划，监督选题、拍摄、后期全流程质量；4. 基于平台算法与用户画像，优化分发策略，提升爆款产出效率。达人团队管理5. 负责达人招募、签约、孵化及KPI考核，建立分层管理机制；6...,互联网,http://jobs.zhaopin.com/CC287198080J40785585214.htm,10000人以上,2025-09-10 00:05:40,40000.0,60000.0,12.0
具身智能产品经理(J10476),杭州,烟台睿创微纳技术股份有限公司,硕士,5-10年,"产品经理,具身",40000-60000,岗位职责:1、制定公司智能机器人产品的整体规划，定义核心价值、发展方向和竞争策略。2、深入理解市场需求和用户痛点，结合公司技术优势，形成产品路线图。3、与研发、AI工程、机械设计、供应链和市场团队紧密合作，推动产品从概念到量产的全流程落地。4、基于数据分析和用户反馈，不断优化产品性能、交互体验和商业化路径。5、跟踪机器人、人工智能和自动化行业的发展趋势，确保产品始终处于技术和市场的前沿。6、协助硬...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC200206520J40791782114.htm,1000-9999人,2025-08-15 15:26:29,40000.0,60000.0,14.0
产品经理,杭州,浙江亿邦通信科技股份有限公司,本科,3-5年,储能,30000-60000,"岗位职责：1、负责工商储产品线的产品规划和管理工作，进行产品策略制定和组织实施，规划产品发展计划；2、负责对用户需求、市场需求和业务需求进行调研分析，设计和优化产品，提升产品体验，提高用户满意度,3、协同团队完成产品的功能、流程、界面设计，协调资源落实产品交互、原型设计: 4、组织设计评审、交付研发团队产品设计方案，协助开发、测试团队理解和掌握需求;5、关注竞争对手和用户的产品反馈,分析并提供应对...",运营商/增值服务,http://jobs.zhaopin.com/CC352905910J40719753309.htm,300-499人,2025-06-09 10:39:33,30000.0,60000.0,12.0
新媒体运营经理,杭州,沈阳市沈河区卓秀美眼秀美容服务店,本科,3-5年,"短视频平台,抖音,快手,医疗类,美妆类,内容运营,用户运营,活动运营",25000-50000,我们正在寻找一位专业的新媒体运营经理，负责全面管理与优化公司的各类新媒体平台。工作内容：1. 制定和执行投流战略；2. 管理并优化各社交媒体平台；3. 设计并执行脱客活动；4. 分析数据，调整策略；5. 与各部门合作，协同推广。岗位要求：1. 本科及以上学历，3-5年相关工作经验；2. 精通各新媒体平台运营，能有美容行业低价引流经验优先；3. 良好的设计和内容创作能力；4. 出色的沟通和团队合作技...,美发/美容/保健,http://jobs.zhaopin.com/CCL1390609960J40819560301.htm,20人以下,2026-01-08 19:35:34,25000.0,50000.0,12.0
会员运营专家,杭州,吉利控股集团,本科,5-10年,会员体系搭建经验,,岗位描述：1.负责曹操出行会员等级体系（如里程值、升降级规则、分层权益等）规划与迭代，通过增长策略设计、玩法创新等提升会员用户规模、转化、留存； 2.聚焦高等级会员权益打造，结合业务策略设计差异化等级特权，联动内外部资源落地权益供给（如生活消费类权益），提升会员感知价值与目标受众吸引力；3.拓展曹操出行与各行业品牌、IP、机构合作打造会员联合营销，探索垂直场景的创新服务与商业模式，扩大会员品牌影响...,汽车研发/制造,http://jobs.zhaopin.com/CC000616940J40910758408.htm,10000人以上,2026-01-08 17:15:45,,,
电商品牌运营总监,杭州,杭州品沐设计有限公司,本科,5-10年,"电商运营,产品运营,用户运营,增长产品,商业化产品,消费品,toC",40000-50000,岗位职责：1、战略定义与体系搭建： 构建品牌的顶层架构，包括品牌定位、价值体系、视觉语言及全年整合营销策略。搭建高效的品牌内容、运营及推广体系。2、内容叙事与心智占领： 深度理解小家电、厨房及家居用品的生活场景，创作能引发用户共鸣的品牌故事与产品内容。通过多平台内容矩阵（小红书、抖音、B站、公众号等），将品牌塑造为“懂生活、有品味、可信赖”的专家和朋友。3、用户洞察与产品赋能： 将市场趋势、用户反...,电子商务,http://jobs.zhaopin.com/CC857254910J40744013806.htm,300-499人,2025-12-26 19:34:11,40000.0,50000.0,12.0
底妆产品开发经理,杭州,上海与为企业管理咨询有限公司,本科,经验不限,彩妆,30000-50000,岗位内容：1. 主导或参与公司化妆品新品开发，负责从配方研发到上市的全流程管理；2. 研究和分析化妆品成分、生产工艺及性能特点，制定相关化妆品研发方案；3. 与供应商和第三方实验室合作，开展成分稳定性、毒理学测试等实验。 任职要求：1. 化学、药学、化妆品或相关专业本科以上学历，有化妆品研发经验者优先；2. 熟悉化妆品原料、功能性成分和产品稳定性等知识；3. 具备优秀的沟通能力、团队协作精神，能够...,咨询服务,http://jobs.zhaopin.com/CC355021510J40810374313.htm,20人以下,2025-11-27 10:03:20,30000.0,50000.0,13.0
全平台新媒体快销品农产品类电商总经理,杭州,山西田森集团,本科,3-5年,"电商运营,销售运营,产品运营,搜推产品,商业化产品,增长产品,toB,toC",30000-50000,品类：口感番茄鲜果、红酒、番茄衍生品：番茄饮品、番茄调味品、番茄食品，正在开发重点还有功能饮品、保健品、保健食品等 一、岗位核心内容 1. 战略与经营管理：依据公司整体战略，制定天猫、京东、抖音等全电商平台的年度经营计划，明确GMV、利润、市场占有率等核心指标，主导预算编制与执行，对最终经营结果负总责。 2. 全渠道运营统筹：管控各平台日常运营，制定推广、活动及商品策略，优化流量结构与转化路径；主...,房地产开发,http://jobs.zhaopin.com/CC214754910J40847856702.htm,100-299人,2025-10-30 00:00:01,30000.0,50000.0,12.0
半导体材料装备事业部运营总监/主管,杭州,上峰水泥,硕士,5-10年,"产品运营,用户运营",40000-45000,1.岗位职责：全面负责半导体材料产业市场开拓、产品运营、资源统筹。2.任职资格：1、集成电路、材料、电子、化学、化工与高分子、物理等专业重点高校研究生学历；2、三年以上半导体材料或半导体设备部件耗材行业大型企业研发部门负责人或运营负责人经验；3、具备丰富的半导体材料制造或半导体设备部件耗材等相关行业经验和从业经验（半导体材料研发制造、半导体设备厂、半导体封测厂、晶圆代工厂等），丰富的半导体材料制造...,房地产开发,http://jobs.zhaopin.com/CC270447380J40912103015.htm,1000-9999人,2025-12-23 16:43:09,40000.0,45000.0,12.0
SaaS运营经理（AI）,杭州,中控技术股份有限公司,本科,3-5年,"B端用户,AI产品,AI SAAS,SAAS产品",25000-45000,岗位职责： 1. 客户生命周期运营：定义不同SaaS产品的生命周期全链路，设计并落地客户分层运营策略。主导AI SaaS产品的冷启动及推广计划，通过各种营销渠道实现用户增长与留存。2.数据驱动优化：搭建客户使用行为监测体系，通过埋点、日志与 CRM 数据分析用户痛点与流失信号，输出可执行的优化建议并推动产品迭代。3.跨部门协同：联动产品、研发、市场与销售团队，推动功能上线节奏、客户反馈闭环及 GT...,工业自动化,http://jobs.zhaopin.com/CC191024010J40782887516.htm,1000-9999人,2025-12-23 13:16:40,25000.0,45000.0,14.0
户储高级产品经理(J12838),杭州,万帮数字能源股份有限公司,本科,3-5年,"户用储能,PCS,电池系统",25000-45000,（一）市场与需求管理：精准锚定用户痛点1. 市场洞察与趋势研判（1）系统性调研全球户储市场，跟踪政策动态、竞品策略及技术趋势，输出市场分析报告，识别市场机会与风险。（2）针对不同用户群体，挖掘核心需求，建立 “需求 - 场景 - 解决方案” 映射库。2.需求转化与优先级排序（1）将市场与用户需求转化为可落地的产品需求文档，明确产品核心功能、性能指标及非功能要求。（2）结合业务目标（如成本控制、上市...,新能源,http://jobs.zhaopin.com/CCL1281735290J40803960707.htm,1000-9999人,2025-10-27 12:27:02,25000.0,45000.0,12.0
年薪40w+运营总监+上市公司,杭州,上海星图金融服务集团有限公司南京分公司,本科,5-10年,"产品运营,硬件产品,toB,制造型企业管理经验",25000-40000,【岗位职责】1、负责公司整体运营管理工作，围绕公司经营目标制定并推动运营策略落地，保障阶段性及年度目标的实现；2、以项目为核心，统筹产品从需求导入、生产计划、制造执行到交付管理的全流程运营，确保项目按期、按质、按成本推进；3、负责生产运营管理，根据客户需求及项目节奏，协调内部资源，制定并落实生产计划，保障生产过程稳定、高效运行；4、作为重要的对外沟通窗口之一，参与关键客户的项目沟通、问题协调与交付...,互联网金融/小额贷款,http://jobs.zhaopin.com/CCL1439906560J40895046802.htm,1000-9999人,2026-01-05 09:20:31,25000.0,40000.0,12.0
排水厂网一体化产品经理(J14655),杭州,北控水务(中国)投资有限公司,本科,5-10年,"给排水数字化,环保信息化",30000-40000,岗位职责:1、负责排水厂网一体化产品需求分析，熟悉排水厂网一体化协同管理、厂网联合调度的核心逻辑，深入掌握污水处理、排水管网运维等业务场景，能紧跟行业政策精准识别行业痛点。2、负责排水厂网一体化功能设计，基于需求分析完成产品的原型设计、用户故事编写等。3、负责产品全生命周期管理，制定产品整体计划，统筹协调业务、开发等相关方，高质量完成产品开发、测试上线及应用推广。4、跟进产品应用推广与使用反馈，结...,环保,http://jobs.zhaopin.com/CC306391710J40820088007.htm,1000-9999人,2025-12-30 15:59:03,30000.0,40000.0,12.0
PLM产品经理(J11358),杭州,华峰集团,本科,5-10年,软件产品,20000-40000,岗位职责:1.PLM系统建设：负责公司PLM系统的需求调研、选项、项目实施跟进，统筹后期运维。（前期）2.产品战略与规划：负责公司PLM系统的整体规划与演进路线图制定，深刻理解产品研发、工艺、数据管理等业务流程，确保与公司产品创新战略对齐。3.产品定义与设计：主导PLM系统（如项目管理、实验记录本、BOM管理、项目管理、变更管理、文档管理、合规管理等）的功能设计，输出产品需求文档（PRD）、原型设...,石油/石化,http://jobs.zhaopin.com/CC131591860J40818446207.htm,10000人以上,2025-12-22 08:45:14,20000.0,40000.0,12.0
