职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间
BI开发工程师【线上面试+反馈快】,武汉,软通动力信息技术(集团)股份有限公司,本科,3-5年,"数据仓库,Oracle,高斯",8000-15000元,岗位职责：1. 负责BI系统的开发与维护2. 进行数据库开发及性能优化3. 使用华为调度平台进行任务调度4. 理解并分析财经业务领域，进行数据领域分层5. 设计宽表加工、数据分层分级和业务对接方案6. 进行数据建模和数仓架构分层设计岗位要求：1. 统本理工科相关专业，至少3年以上BI开发工作经验2. 具备计算机相关专业背景，有2~3年华为工作经验3. 熟悉Oracle、高斯、PG等关系型数据库4....,互联网,http://jobs.zhaopin.com/CC000544460J40772467016.htm,10000人以上,2026-01-11 01:42:06
大数据开发工程师-洪山区,武汉,京北方,本科,3-5年,"数据治理,Java,Python,Hadoop,Flink,Spark",1-1.6万,岗位描述：1、基于数据湖仓的对公类业务项目实施及底层数据集市建设岗位要求：1、熟悉DB2、mysql、TD、ORACLE等关系型数据库中的一种，SQL能力良好，有银金融行业项目实施经验，2、具备跟业务(需求提出人)沟通需求的能力，熟悉HIVE、SPARKSQL者优先，3、熟悉金融业务者优先。具有较强的工作主动性。,IT服务,http://jobs.zhaopin.com/CC315847110J40611113507.htm,10000人以上,2025-06-23 11:20:24
数据开发工程师,武汉,中电金信软件有限公司,本科,5-10年,"数据治理,Java,Python,ETL,Flink,Spark,Kafka,电网数据中台,数据中台运营,电网营销",1.2-1.5万,【工作内容】1.3年以上数字化项目或国家电网信息化项目建设经验；2.主导过数据中台建设、数据治理、数据应用产品、数据运营等相关项目。3.负责湖北客户数据治理工作，包括联系方式、六七级地址等。4.负责数据中台营销专业数据溯源、数据分析等工作。5.对接甲方数据中台专责，推进客户基础数据项目。6.配合数据治理组组长开展项目成果物编制、汇报材料编制等。【技能要求】1.技术栈：精通Java/Python/S...,计算机软件,http://jobs.zhaopin.com/CC443657520J40826150809.htm,10000人以上,2026-01-09 11:11:10
大数据开发-猛士科技,武汉,东风汽车,本科,5-10年,"数据治理,数据挖掘,数据仓库",9000-15000元,岗位职责:1、负责公司数据仓库应用研发。2、构建适应智能汽车业务发展特点的企业级数据仓库，负责离线/实时数据仓库规划、建模与研发；3、支持业务团队的数据建设，提供端到端的数据处理解决方案。 任职要求:1、5年以上数据仓库建设经验，精通数据仓库模型设计与开发 ，具备海量数据加工处理相关经验 ；2、精通数据治理相关知识与技能，包括但不局限于：数据资产管理、数据质量、数据安全、成本优化等；3、熟悉大数据...,汽车研发/制造,http://jobs.zhaopin.com/CC679989880J40535060005.htm,10000人以上,2026-01-09 01:10:44
数据工程师,武汉,福州众致力信息科技有限公司,本科,3-5年,"Java,Kettle,Informatica,DataStage,DataX,Oracle,MySQL,数据开发,报表开发",8000-15000元,岗位职责：1.负责区域内项目的数据处理、系统运维及展现工作，包括理解客户需求，需求分析，方案设计 开发功能设计、开发测试、客户培训、性能优化和系统巡检等工作；2.协助数据仓库架构师制定数据处理和业务个性化规范；3.针对系统的数据抽取和DW建模；4.有计划的提升整个团队的数据处理能力。岗位要求：1.统考统招本科及以上学历，计算机、数学或者电子信息技术专业，2年以上BI从业经验；2.熟悉数据仓库架构及...,IT服务,http://jobs.zhaopin.com/CC201864180J40804767008.htm,20-99人,2025-12-31 01:20:16
系统工程师 (平台设计开发),武汉,湖南大佳数据科技有限公司,本科,3-5年,"Java,Python",1-1.5万,职位要求：工作地址：武汉某985高校（研究机构/高校实验室的研发团队）1.本科及以上学历，计算机相关专业，硕士研究生以上学历、重点院校毕业优先；2.计算机基础扎实，具备缜密的逻辑思维能力，优秀的编码习惯；3.熟悉主流前端和后端技术栈至少各一种，如Java或Python前后端技术；4.具备中小型系统框架搭建经验，能够完成技术选型和架构设计；5.具备接口设计、需求设计经验；6.技术栈涉猎范围广、具备主...,计算机软件,http://jobs.zhaopin.com/CC548491080J40817975211.htm,,2025-12-30 11:28:10
系统架构师,武汉,湖北鄂东数字集团有限公司,本科,3-5年,平台架构,1-1.5万,岗位内容：1、参与智慧城市建设项目的需求调研、信息收集，了解政府行业数字化转型方向，能够进行技术架构设计；2、熟练掌握智慧城市建设的各个平台能力，提供架构看护能力，包括省市平台对接，指导智慧城市建设后续的架构方向规划，并支撑架构的赋能，基于CIM平台、一标三实、视频联网平台、集成平台、大数据能力平台、编码赋码平台及数据中台等基础共性资源，进行数字化资源管理及运营工作制度规范的制定等工作；3、完善智...,云计算/大数据,http://jobs.zhaopin.com/CCL1475300630J40967837904.htm,20-99人,2025-12-29 08:44:20
大数据开发工程师（太保）,武汉,东软集团,本科,3-5年,"数据仓库,数据库开发,Spark,数据建模,保险",1.4-1.5万,"1. 负责产险数据类系统数据迁移工作，由华为云迁移至阿里云； 2.参与数据仓库与数据集市建设，对接上下游系统，保证数据一致性和稳定性； 3.负责系统持续改进迭代工作； 岗位要求： 1. 3-5年以上的数据开发工作经验，研究生以上尤佳； 2. 精通数据仓库的实施方法论，深入了解数据仓库体系，并支撑过实际业务场景； 3. 有较强的数据开发处理能力，熟悉 sql,hive,spark,kafka,fli...",计算机软件,http://jobs.zhaopin.com/CC120399300J40902100115.htm,500-999人,2025-11-19 14:20:53
数据治理工程师,武汉,华信永道,本科,5-10年,数据治理,1-1.5万,岗位职责：1、负责公积金行业数据需求、数据质量管理、数据治理等体系建设2、负责编写数据治理标准相关文档3、跟踪住建部、公积金行业相关政策要求，不断完善数据治理标准和方法4、负责制定公积金行业数据需求、数据标准、数据质量、数据治理体系建设和流程管理5、负责协同交付部门和售前部门推动数据标准、数据质量规范的实施和执行6、负责数据治理项目的实施和交付7、牵头建立数据质量管理机制，组织制定数据质量规则，建...,计算机软件,http://jobs.zhaopin.com/CC214592910J40770854116.htm,500-999人,2025-11-03 13:32:15
数据开发工程师,武汉,北京云语奇点科技有限公司,本科,3-5年,"ETL,Flink,Kafka",9000-15000元,1. 有3年以上金融数据开发相关经验； 2. 熟练使用FlinkSQL，熟悉Flink、ClickHouse、Kafka、Hadoop等大数据技术，了解其基本原理； 3. 熟悉Java、Scala、Python等开发语言中的一种或几种； 4. 扎实的Linux基础，熟悉常用命令并能够编写shell脚本； 5. 具备实时数仓或离线数仓搭建经验； 6. 责任心强，具有良好的团队合作精神。岗位职责 1....,计算机软件,http://jobs.zhaopin.com/CCL1512875130J40800606211.htm,300-499人,2025-10-31 16:23:18
数据开发工程师,武汉,东软集团,本科,3-5年,"ETL,Python,Hadoop,Spark",1.2-1.5万,"1. 负责产险数据类系统数据迁移工作，由华为云迁移至阿里云；2.参与数据仓库与数据集市建设，对接上下游系统，保证数据一致性和稳定性；3.负责系统持续改进迭代工作；岗位要求：1. 3-5年以上的数据开发工作经验；2. 精通数据仓库的实施方法论，深入了解数据仓库体系，并支撑过实际业务场景；3. 有较强的数据开发处理能力，熟悉 sql,hive,spark,kafka,flink中的多项，有实时项目经营...",计算机软件,http://jobs.zhaopin.com/CC120399300J40902499915.htm,500-999人,2025-11-12 09:22:41
数据治理工程师,武汉,北京神州新桥科技有限公司,大专,3-5年,"数据治理,数据仓库,数据架构",1.2-1.5万,人员资历：1、本科及以上学历，计算机、软件工程、统计学、大数据等相关专业，5年及以上开发经验，3年及以上金融行业开发经验；2、专科学历，6年及以上开发经验，4年及以上金融行业开发经验；3、至少有两个及以上金融行业数据治理项目工作经验；4、特别优秀者金融工作年限可宽限1年，持有CDMP、CDGP等数据治理认证者优先。技术能力要求：1、了解金融业务领域相关知识，了解信贷业务流程与业务法则；2、需掌握数...,IT服务,http://jobs.zhaopin.com/CC120101090J40263437405.htm,1000-9999人,2025-10-30 16:04:00
大数据开发工程师,武汉,京北方,本科,3-5年,HIVE,1-1.5万,"1、3年以上的数仓开发经验，有银行、金融数据开发经验 2、有ETL开发经验，具备数据模型设计和开发能，熟悉数据处理和性能优化 3、熟练SQL开发，精通hive-sql,Green Plum等分布式计算框架的一种或几种 4、本科学历，职位福利：五险一金、加班补助、餐补、节日福利、周末双休、带薪年假",IT服务,http://jobs.zhaopin.com/CC315847110J40279895407.htm,10000人以上,2025-07-23 09:29:29
大数据开发,武汉,软通动力信息技术(集团)股份有限公司,本科,3-5年,hive,1-1.5万,需要来现场面试，面试反馈快2.5年以上相关工作经验（本科3年以上）3.熟悉 Hivefimpala SQL，并实现性能优化，熟悉 HDFS 存储结构及操作；4.熟悉 Linux 系统并学握常用命令，5.熟练使用 Sqoop及 azkaban 调度工具，6.熟练使用python 进行数据开发；7.了解hadoop 生态8.良好的沟通和协作能力,互联网,http://jobs.zhaopin.com/CC000544460J40717784016.htm,10000人以上,2025-05-29 14:25:10
大数据开发工程师（武汉）,武汉,东华软件股份公司大连分公司,本科,5-10年,"ETL,数据库开发,Sql",1-1.5万,工作职责：1. 负责数据处理流程设计与开发工作；2. 负责数据优化与数据建模，对数据模型进行优化，满足不同场景的数据需求；3. 负责数据类项目的架构设计与开发。4. 参与数据类项目的现场实施，现场数据需求分析；任职资格：1、计算机相关专业全日统本及以上学历，逻辑思维清晰；有存款保险、利率报备、1104、east、金融基础数据等监管报送等相关经验；5年以上工作经验，有金融银行经验优先2、至少掌握Or...,计算机软件,http://jobs.zhaopin.com/CC282868230J40865548504.htm,100-299人,2025-05-22 13:43:41
液冷产品经理及研发工程师,武汉,中国移动通信集团设计院有限公司,本科,1-3年,液冷技术,面议,岗位职责： 负责液冷产品的设计、生产、测试、交付等产品开发管理工作。 任职资格： 1.具有丰富的液冷行业前瞻设计视野，深入了解行业发展趋势； 2.具有2年以上液冷系统设计及研发相关工作经验； 3.精通各种制冷器件的选型知识及选项应用，掌握各类核心部件如换热器设计、溶液选型等关键技术参数及评价标准； 4.熟悉液冷系统生产工艺流程，深度参与过至少3批次的液冷产品的设计、深化、生产、测试流程，可充分把控...,互联网,http://jobs.zhaopin.com/CC154150510J40550705406.htm,100-299人,2025-01-08 16:52:07
ETL开发工程师,武汉,东华医为科技有限公司,本科,经验不限,"ETL,帆软报表,医疗信息系统,Oracle,数据处理,数据采集",7000-14000元,岗位职责：1、根据业务需求，独立完成业务相关数据的搜集、整理、清洗、分析；2、开发并完善医疗相关业务数据的统计分析模型；3、参与用户现场需求及数据调研，数据对接方案设计；4、负责用户信息系统数据抽取，及与现有系统的数据对接；5、负责数据抽取脚本的开发工作；6、负责数据质量检验和监控等；任职要求：1、 计算机、数学及其相关专业，本科及以上；2、具有较强的沟通能力、良好的业务分析和系统分析能力，能独立...,IT服务,http://jobs.zhaopin.com/CC649781480J40203468405.htm,1000-9999人,2026-01-11 00:06:00
ETL开发工程师,武汉,中软国际,本科,5-10年,"ETL,数仓开发,数据清洗,报表开发",面议,岗位职责：1. 负责ETL流程的设计、开发和维护，确保数据准确无误地从源系统到目标系统的转换。2. 使用术加、ADMS等工具进行数据处理和转换，以满足业务需求和数据质量标准。3. 监控ETL流程的性能，解决在数据处理过程中遇到的技术问题。4. 与团队合作，优化ETL流程，提高数据处理效率。任职要求：1. 具备5年以上ETL经验，熟悉高斯数据库操作。计算机或者软件、电子强相关专业。2. 熟练掌握术加...,计算机软件,http://jobs.zhaopin.com/CC508620126J00679703605.htm,10000人以上,2026-01-10 01:34:19
etl数仓工程师,武汉,软通动力信息技术(集团)股份有限公司,本科,3-5年,"SQL,DataStage,Kettle,Informatica,DataX,Oracle,DB2",1-1.4万,1，本科学历 理工科学位，3年以上ETL开发经验2，熟悉oracle数据库，有传统ETL项目开发经验3，电话面试,互联网,http://jobs.zhaopin.com/CC000544460J40772004316.htm,10000人以上,2026-01-09 01:45:39
数据管理工程师,武汉,湖北鄂东数字集团有限公司,本科,经验不限,"数据挖掘,数据中台开发,Java,Python,Hadoop",7000-14000元,"岗位要求：1、本科及以上学历，熟悉和了解 hadoop生态圈其他系统，熟悉常用数据库软件Oracle、MySQL等，熟悉HIVE、hbase、spark、kafka、sqoop、flume、zookeeper等工具组件，具备大型复杂数据平台的建设实施经验；2、熟悉主流java技术框架,精通关系数据库及SQL语言，熟悉NOSQL/JSON/XML；3、精通一两种脚本语言shell、perl、pyth...",云计算/大数据,http://jobs.zhaopin.com/CCL1475300630J40976840104.htm,20-99人,2025-12-29 09:03:30
ETL开发-武汉,武汉,中软国际,本科,3-5年,"Python,Java,Kettle,DataStage,Oracle,MySQL,PostgreSQL,报表开发,数据开发,数仓开发",面议,"职位描述任职要求：1、相关工作经验达5年以上；2、熟悉ORACLE数据库,精通ETL开发,存储过程开发；3、熟悉DataStage的使用等相关技术原理知识；4、熟悉UNIX、LINUX操作系统及相关技术；5、具备良好的表达和沟通能力；",计算机软件,http://jobs.zhaopin.com/CC508620120J40817806212.htm,10000人以上,2026-01-09 01:32:04
数据开发工程师,武汉,软通动力信息技术(集团)股份有限公司,本科,1-3年,"ETL,数据建模,数据库开发,Java,Python,C++",8000-14000元,业务技能要求：1、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/JS/HTML等编程语言中的一种或数种，有良好的编程习惯；2、了解微服务框架，熟悉Spring、Redis、Docker、kafka等技术的优先考虑；3、有项目开发经验，能够独立完成项目需求分析、设计及实现各阶段工作；4、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；5、在可扩展...,互联网,http://jobs.zhaopin.com/CC000544460J40775508816.htm,10000人以上,2026-01-08 17:51:52
数据治理（需要金融行业经验）,武汉,武汉银升软件技术有限公司,大专,3-5年,数据治理,1-1.4万,职位描述岗位职责：1、负责数据治理类项目的实施和运营，梳理数据资产，提高全行系统的数据质量；2、与业务人员一起制定数据质量管理、主数据管理、数据标准管理、数据字典管理、数据模型管理、元数据管理流程体系；3、负责数据质量管理、主数据管理、数据标准管理、数据字典管理、元数据管理的流程处理工作；4、负责数据安全的分级分类工作、数据资产梳理和目录建设、数据治理的制度建设、流程落地、应用推广等工作；5、负责...,计算机软件,http://jobs.zhaopin.com/CC855179030J40785779211.htm,20-99人,2025-12-24 01:29:54
武汉研发中心经理,武汉,精图信息,博士,10年以上,薪资面谈,7000-14000元,一、招聘岗位武汉研发中心经理二、岗位职责1. 负责研发中心整体规划与运营，制定技术研发战略和 roadmap，对齐公司业务发展目标。2. 带领研发团队开展倾斜摄影测量、3DGS 等核心技术攻关，突破技术瓶颈并实现产品化应用。3. 搭建高素质 研发团队，负责人才招聘、培养与激励，打造高效协作的技术氛围。4. 统筹研发项目管理，把控项目进度、质量与成本，确保项目按时交付。5. 跟踪行业技术前沿与市场动...,互联网,http://jobs.zhaopin.com/CC203305410J40811778009.htm,100-299人,2025-11-20 09:47:18
BI运维工程师（线上面试，项目稳定、五险一金、快速出offer）,武汉,软通动力信息技术(集团)股份有限公司,本科,3-5年,ETL开发,8000-14000元,1、负责华为财经项目运维工作，高质量保障产品运行2、结账期间能接受晚班安排3、对工作有热情，主动性好，有责任心，能承受一定的工作压力任职资格1、统招本科及以上学历，计算机及相关专业2、5年左右工作经验，有ETL项目开发背景，熟悉数仓建模等，至少3年以上Oracle、GaussDB数据开发经验。3、熟悉运维工作，能参与制定运维流程机制，提升产品效率4、有华为开发项目工作经验，熟悉华为工具流程优先,互联网,http://jobs.zhaopin.com/CC000544460J40771622116.htm,10000人以上,2026-01-08 01:44:02
大数据开发-数据应用,武汉,武汉银升软件技术有限公司,大专,3-5年,"数据中台开发,Sql,Shell,Flink,BI,FR",1-1.3万,"岗位职麦:1、负责大数据BI报表及数据服务集市相关模块的实施，包括但不限于需求管理、过程实施、上线验收、交付运营等;2、根据业务场景，完成BI报表需求分析和开发、数据中台开发，调度工具开发等工作;3、协同业务部门完成业务数据需求上线及日常维护工作;4、协助项目经理进行项目交付;任职资格:1、专科及以上学历，计算机、统计学、应用数学等相关专业;2、熟悉Hadoop平台,3年以上hive、sqoop开...",计算机软件,http://jobs.zhaopin.com/CC855179030J40819999911.htm,20-99人,2026-01-09 15:23:19
数据治理工程师,武汉,维恩贝特科技有限公司,大专,5-10年,数据治理,1.1-1.3万,人员资历：1、本科及以上学历，计算机、软件工程、统计学、大数据等相关专业，5年及以上开发经验，3年及以上金融行业开发经验；2、专科学历，6年及以上开发经验，4年及以上金融行业开发经验；3、至少有两个及以上金融行业数据治理项目工作经验；4、特别优秀者金融工作年限可宽限1年，持有CDMP、CDGP等数据治理认证者优先。技术能力要求：1、了解金融业务领域相关知识，了解信贷业务流程与业务法则；2、需掌握数...,计算机软件,http://jobs.zhaopin.com/CC272648910J40817743208.htm,500-999人,2026-01-08 01:20:33
大数据开发工程师（线上面+双休+流程快）,武汉,软通动力信息技术(集团)股份有限公司,本科,5-10年,"Java,Python,Hadoop,Spark",9000-13000元,1. 本科及以上学历，计算机、大数据、统计学等相关专业，5年及以上大数据开发经验。2. 精通Hadoop、Spark、Flink等大数据生态组件，具备离线/实时数据开发实战经验；熟练掌握Java开发语言，能独立使用Java完成大数据任务编码、调试与优化。3. 熟练掌握数据分层设计理念与实践，能独立完成从ODS到ADS层的全链路数据模型设计，理解维度建模、事实表/维度表设计原则。4. 深入理解Sta...,互联网,http://jobs.zhaopin.com/CC000544460J40785501916.htm,10000人以上,2026-01-09 01:46:32
大数据开发-数据应用(BI方向),武汉,武汉银升软件技术有限公司,大专,3-5年,"FineReport,报表开发,数据仓库,数据可视化,Hive,FineBI,Oracle",1-1.3万,"岗位职麦:1、负责大数据BI报表及数据服务集市相关模块的实施，包括但不限于需求管理、过程实施、上线验收、交付运营等;2、根据业务场景，完成BI报表需求分析和开发、数据中台开发，调度工具开发等工作;3、协同业务部门完成业务数据需求上线及日常维护工作;4、协助项目经理进行项目交付;任职资格:1、专科及以上学历，计算机、统计学、应用数学等相关专业;2、熟悉Hadoop平台,3年以上hive、sqoop开...",计算机软件,http://jobs.zhaopin.com/CC855179030J40819565611.htm,20-99人,2026-01-09 01:31:19
数据开发（含算法）工程师,武汉,武汉敬思亭信息技术有限公司,大专,1-3年,"Python,Shell,SQL,Informatica,ETL工具,ETL开发,云计算,数据中台",9000-13000元·13薪,岗位职责：阿里数据中台数据及服务运营。1、数据库设计、安装、管理、调优、备份及数据恢复、数据库安全管理等；2、根据项目需求完成相关离线数据计算、实时数据计算等数据开发工作；3、负责概念数据模型和逻辑数据模型的设计和维护；4、负责数据库的性能诊断分析和系统优化、问题跟踪等。5、参与各类设计文档的编写，参与产品需求分析、方案讨论及方案规划。技能要求：1、掌握基本数据库设计、安装、管理、调优、备份及数据...,互联网,http://jobs.zhaopin.com/CC242690380J40340160702.htm,20-99人,2025-02-20 09:43:55
6k-1w报表开发工程师数据开发,武汉,宿州飞鑫文化传媒有限公司,学历不限,经验不限,"SQL,MySQL,报表开发,数据清洗,数据可视化,FineBI,FINEDATALINK,FineReport",6000-12000元,注意！此岗位需要来安徽省宿州市上班！待遇保底6000-10000元招报表开发工程师职位描述1.项目设计：参与项目经理组织的需求调研、需求分析会议。2.项目开发：基于模板应用开发需求，使用finereport、finebi等帆软产品，完成模板应用搭建开发工作，包含但不限于报表、大屏、移动端等；3.项目测试：具备自测能力4.项目交付：具备一定实施部署能力，保持项目文档的完整、连续和可追溯性。任职资格1...,文化艺术/娱乐,http://jobs.zhaopin.com/CCL1348710510J40744633606.htm,500-999人,2026-01-11 00:09:21
数据治理工程师,武汉,湖北鄂东数字集团有限公司,本科,3-5年,"数据治理,数据库开发,大数据开发",6000-12000元,岗位要求：1、本科及以上学历，计算机、大数据、信息管理、统计学等相关专业优先 2、具备良好的政治素质和职业操守，遵纪守法，责任心强。中共党员优先。 3、常要求2-5年数据管理/治理相关经验，有政务行业经验者以及数据治理、数据分析等相关职业资格证书优先 4、掌握数据治理方法论，熟悉数据标准、质量、元数据、主数据管理等，熟练使用SQL及至少一种主流数据库（如MySQL、Oracle、PostgreSQ...,云计算/大数据,http://jobs.zhaopin.com/CCL1475300630J40976835104.htm,20-99人,2026-01-05 01:10:37
大数据开发,武汉,软通动力信息技术(集团)股份有限公司,大专,3-5年,"Hadoop,Sql",1-1.2万,岗位职责：1、按时完成数据开发任务，确保结果的准确性、稳定性；2、负责报表、数据表的日常运维；3、遵循编码规范，做好开发自测，保障代码质量和系统稳定性；4、编写相关技术文档，如指标文档、模型设计文档等；5、与项目团队紧密合作，确保项目按时高质量上线；6、开发过程中积极主动，不等待不拖延。任职要求：1、 三年及以上工作经验，专科及以上学历2、熟悉spark、trino、Starrocks、Kafka...,互联网,http://jobs.zhaopin.com/CC000544460J40781715016.htm,10000人以上,2025-12-21 01:45:40
数据治理工程师,武汉,湖北交投物流集团有限公司,本科,5-10年,"数据治理,数据架构,数据中台开发",1-1.2万,1.参与公司数字化平台从规划到建设落地全过程，配合业务部门和子公司梳理需求，提供技术层面的解决方案建议；2.制定公司数据治理相关制度、流程、方案，并推进实施落地；3.负责数据管理项目的规划、建设、运营；4.制定数据质量管理工作的组织与考核；5.推动数据资产的管理与应用；6.配合上级单位完成数据治理相关工作。,货运/物流/仓储,http://jobs.zhaopin.com/CC512943730J40906061415.htm,500-999人,2025-11-25 16:56:53
