职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
半导体工艺工程师,深圳,深圳市新凯来技术有限公司,本科,经验不限,镀膜工艺,18000-35000,负责ALD工艺开发，客户现场交付。岗位职责：1、负责ALD工艺的研发与优化；2、参与制定工艺流程，确保生产工艺的稳定性和可靠性；3、进行实验数据分析，撰写实验报告和技术文档；4、与团队成员协作，解决生产过程中的技术问题；5、跟踪行业最新技术动态，提出改进生产工艺的建议。岗位要求：1、本科及以上学历，材料科学、化学工程或相关专业；2、具备ALD工艺研发经验，熟悉ALD设备操作及维护；3、具有良好的实...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40874410615.htm,1000-9999人,2026-01-07 18:43:59,18000.0,35000.0,12.0
薄膜工艺工程师,深圳,深圳市经纬开物仪器有限公司,本科,5-10年,,20000-40000,岗位职责：1、洞察业界工艺技术发展现状，协助工艺专家进行微纳制造工艺运维技术规划与提前储备关键工艺运维技术。2、主导薄膜区域的的工艺调试、维护（参与装机、验机、程序设计和产品调试），维护薄膜区域工艺的稳定性， 并且参与微纳制造薄膜设备运维能力建设。3、主导微纳制造工艺管理制度/规范等文件制定，建立或优化重大业务流程，作为核心成员参与设备改造、2nd Source替代、工艺验证与缺陷排查、异常分析与...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1464703670J40811432815.htm,1000-9999人,2025-06-04 14:16:42,20000.0,40000.0,15.0
半导体工艺整合工程师,深圳,湖南八斗金人才信息科技有限公司,本科,3-5年,"封装工艺,薄膜工艺,刻蚀工艺,CVD工艺,CMP工艺,半导体,芯片",20000-35000,工作职责1、负责芯片工艺模组间协调，工艺短流程及工艺模块的优化；2、负责关键工艺开发及优化、新工艺技术研究及开发；3、配合工艺整合主管完成芯片工艺整合相关工作，芯片电参数异常的分析；4、负责芯片工艺技术文件编制。任职资格1、本科及以上学历，半导体器件、微电子封装、机电或相关专业；2、3年及以上强相关岗位工作经验；3、具有较强的组织策划、沟通协调能力，身心健康，积极进取，责任心强，能承受压力,人力资源服务,http://jobs.zhaopin.com/CCL1389240250J40908340908.htm,1000-9999人,2025-12-25 10:03:30,20000.0,35000.0,12.0
ETCH工艺工程师,深圳,深圳市新凯来技术有限公司,学历不限,1-3年,蚀刻工艺,20000-35000,负责进行先进刻蚀工艺的评估、开发和研究，以支持公司复杂的半导体设备和系统。整理和评估实验数据，确定工艺的窗口和调试方向。支持产品经理进行客户报告的撰写、数据的收集，提供专业的技术支撑。推动新装备、新技术在客户现场的应用，与客户保持密切的技术交流，向客户演示和介绍新技术。与客户工程师进行深度合作，了解客户工艺节点、工艺流程、需求和业务问题，帮助客户解决问题。与多部门合作，测试和评估软件、硬件迭代。了...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40746132115.htm,1000-9999人,2025-12-09 09:04:13,20000.0,35000.0,15.0
磨划工艺运维工程师,深圳,深圳市经纬开物仪器有限公司,本科,5-10年,,20000-40000,岗位职责：1、洞察业界工艺技术发展现状，协助工艺专家进行微纳制造工艺运维技术规划与提前储备关键工艺运维技术。2、主导磨划区域的的工艺调试、维护（参与装机、验机、程序设计和产品调试），维护晶圆后加工区域工艺的稳定性， 并且参与微纳制造晶圆磨划设备运维能力建设。3、主导微纳制造工艺管理制度/规范等文件制定，建立或优化重大业务流程，作为核心成员参与设备改造、2nd Source替代、工艺验证与缺陷排查、...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1464703670J40820361815.htm,1000-9999人,2025-06-04 14:16:20,20000.0,40000.0,12.0
结构工艺工程师,深圳,歌尔股份,本科,3-5年,,20000-35000,"工作职责:1.负责ID图档成型可行性分析，并给出改进建议；2.负责模具开模前DFM的评审，跟结构工程师共同完成开模前的检讨；3.负责模具进度追踪及试模样品检讨，模具修改方案的评审；4.负责试产过程中不良问题点的记录,跟结构工程师共同完成不良品的分析，改良方案的制定；5.负责在供方进行的DOE（试验设计）安排及跟进；6.负责供方物料单体可靠性试验不良品的分析及改善；7.涉及工艺、模具、工装类类问题的...",电子/半导体/集成电路,http://jobs.zhaopin.com/CC132726540J40714030206.htm,10000人以上,2025-10-29 15:47:43,20000.0,35000.0,12.0
电机工艺工程师,深圳,深圳市新凯来技术有限公司,本科,3-5年,,20000-35000,1.负责精密电机部件的工艺方案开发，主导绕线、粘接、灌封等电机工艺研发/仿真/FMEA分析，主导工艺技术研发及突破，实现产品量产导入2.参与调研行业工艺研究和规划，主导与行业伙伴及高校创新合作，负责技术难题攻关3.负责电机工艺指导和质量控制岗位要求：1.电机与电器、电气工程、机械工程、材料工程等相关专业优先2.具备绕线、粘接、灌封等工艺仿真/开发及质量管理实践经验优先,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40907782515.htm,1000-9999人,2025-12-03 14:47:09,20000.0,35000.0,15.0
Bumping工艺工程师,深圳,深圳市经纬开物仪器有限公司,本科,5-10年,,20000-40000,岗位职责：1、洞察业界工艺技术发展现状，协助工艺专家进行微纳制造工艺运维技术规划与提前储备关键工艺运维技术。2、主导封测Bumping区域的的工艺调试、维护（参与装机、验机、程序设计和产品调试），维护Bumping区域工艺的稳定性， 并且参与微纳制造Bumping设备运维能力建设。3、主导微纳制造工艺管理制度/规范等文件制定，建立或优化重大业务流程，作为核心成员参与设备改造、2nd Source替...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1464703670J40836200515.htm,1000-9999人,2025-06-04 14:15:55,20000.0,40000.0,15.0
集装箱数据中心工艺高级工程师,深圳,科士达,本科,3-5年,集装箱数据中心,20000-35000,岗位职责：1）负责集装箱数据中心产品的工艺流程设计;2）负责制定集装箱数据中心产品各子产品装配及总装工序的SOP（标准作业程序）；3）负责集装箱非标项目的临时工艺设计等；（4）负责解决生产现场工艺问题（集装箱来料变形控制，密封性效果，安装装配不合理等）;5）负责推动精益生产，降低工时成本。岗位要求：1）精通集装箱制造工艺（钢板预处理→拼板焊→总装→涂装→试验）；2）具有3年以上集装箱工艺设计经验，...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC120731350J40799280211.htm,1000-9999人,2025-10-28 13:55:13,20000.0,35000.0,14.0
检测工程师,深圳,深圳市新凯来技术有限公司,硕士,3-5年,封装工艺,18000-35000,1、负责半导体及精密堆叠中关键尺寸、形貌、应力与对准精度的量测方案开发与难题攻关。2、主导高精度量测设备（如光学干涉仪、激光共聚焦、超分辨显微、原子力等）的选型、集成、调试与性能提升。3、运用数据分析、统计过程控制及建模仿真技术，深度挖掘量测数据价值，为堆叠设备及工艺优化/良率提升提供决策依据。任职要求（满足其一即可）：1、拥有半导体或精密制造领域量测经验，熟悉光学、原子力、X射线等至少一种量测技...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40905849115.htm,1000-9999人,2025-11-25 10:26:52,18000.0,35000.0,14.0
工艺主管,深圳,深圳市皓文电子股份有限公司,本科,3-5年,"总装工艺,工艺设计",25000-35000,一、岗位职责1、新产品导入：制订新产品导入管理制度，建立及完善产品工艺规范，前置到项目立项阶段，帮助研发在EP\ PP阶段纠正设计缺陷，使设计符合公司的工艺规范，达到生产直通率标准和适合自动化生产；2、新产品工装夹具、设备的评估，达到工艺设计的产能、工程能力和品质合格率；新产品试产过程主导并召开《试产前准备会》和《试产总结会》；3、量产工程：对生产提供工艺技术指导，并对生产工艺进行持续改善，良率、...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC576507420J40789853911.htm,100-299人,2025-09-26 18:02:33,25000.0,35000.0,12.0
镀膜工艺开发工程师,深圳,维达力科技股份有限公司,本科,3-5年,"镀膜工艺,金属材料,复合材料,无机非金属材料",25000-35000,任职资格1.金属材料工程、无机非金属材料工程、复合材料与工程、材料物理、材料化学、材料类，等离子体物理相关专业，英语4级以上；2.5年以上有金属、非金属或光学真空镀膜工作经验；3年以上大中型集团公司工作经验，有功能性涂层及材料开发经验；3.熟练掌握PVD镀膜知识，薄膜材料结构及其性能分析方法，熟悉常用磁控溅射镀膜设备基本结构，了解行业技术状况；4.了解研发管理类工具，品质管理类工具，如六西格玛；5...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC480015080J40874145215.htm,1000-9999人,2025-08-06 16:19:50,25000.0,35000.0,12.0
半导体设备工艺工程师,深圳,深圳市新凯来技术有限公司,本科,经验不限,"封装工艺,键合工艺",18000-35000,岗位职责：1、负责产线设备和工艺的导入和维护，负责相关工序的工艺开发、技术攻关、良率改善、设备维护等，为产品的直通率和交付良率负责。2、负责新设备和工艺的技术验证，并结合产品的设计、结构和关键指标进行设备和工艺的调试，制定过程监控方案、关键工艺参数DOE验证及设定、TOP问题攻关分析等，为产品的成功导入产线负责。3、参与产品工艺技术的需求讨论、方案制定、关键设备的选型&验证测试&维保计划等，负责行...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40648203415.htm,1000-9999人,2025-11-11 15:59:12,18000.0,35000.0,16.0
高级工艺工程师,深圳,深圳市皓文电子股份有限公司,本科,5-10年,"SMT工艺,工艺设计",25000-35000,一、岗位职责：1、新产品导入：制订新产品导入管理制度，建立及完善产品工艺规范，前置到项目立项阶段，帮助研发在EP\ PP阶段纠正设计缺陷，使设计符合公司的工艺规范，达到生产直通率标准和适合自动化生产；2新产品工装夹具、设备的评估，达到工艺设计的产能、工程能力和品质合格率；新产品试产过程主导并召开《试产前准备会》和《试产总结会》；3、量产工程：对生产提供工艺技术指导，并对生产工艺进行持续改善，良率、...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC576507420J40789848311.htm,100-299人,2025-09-26 18:00:26,25000.0,35000.0,12.0
PVD制程开发工程师,深圳,富联裕展科技(深圳)有限公司,本科,5-10年,"表面处理工艺,镀膜工艺,电镀工艺,PVD镀膜,真空镀膜",20000-35000,岗位职责：1.PVD Recipe开发/DOE设计；2.PVD制程DFM制作；3.现场工程问题分析、解决、改善；任职要求：1.统招本科及以上学历，机械工程，电气自动化，材料科学与工程等相关专业；2.精通PVD相关制程设备、电源、膜系设计，5年以上消费电子真空镀膜从业经验；3.熟悉各种靶材材料特性及应用经验，有过手机、电脑、平板电脑等产品镀膜经验者优先；4.协调沟通能力强﹐能串连各相关单位﹐善于解决...,人工智能,http://jobs.zhaopin.com/CCL1393497680J40762624009.htm,10000人以上,2025-07-31 14:32:55,20000.0,35000.0,13.0
NPI工程师,深圳,深圳市新凯来技术有限公司,本科,经验不限,"封装工艺,切割工艺,半导体,焊接工艺,芯片",18000-35000,岗位职责：1、负责新产品的导入，并端到端看护产品的制造良率并协同设备工艺工程师完成产品良率、效率的提升，有效发现问题、提出解决方法并推动改善措施落地。2、从产品开发阶段，负责与前端设计开发人员对齐交付需求、制定交付标准，完成新产品、新工艺、新材料导入，并对导入的结果负责。岗位要求：1、具备1年及以上新产品、新材料、新工艺的导入导入的经验；2、具备产线良率改善经验、良好的沟通和协调能力；3、敢于面对...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40648202615.htm,1000-9999人,2025-11-11 15:59:01,18000.0,35000.0,16.0
镀膜工艺开发高级工程师,深圳,维达力科技股份有限公司,本科,3-5年,"表面处理工艺,金属材料,功能材料,材料工艺设计,工艺改良,新品导入（NPI）,不锈钢,合金材料,铝,PVD镀膜,磁控溅射,真空镀膜,无机非金属材料,玻璃材料,薄膜材料,光学功能材料,防腐材料",20000-35000,岗位职责：1、负责具体工艺开发项目的计划与实施；2、解决新工艺开发中遇到的工程技术问题；3、处理新工艺的质量投诉；4、负责对新工艺生产过程的审核与总结；5、负责新工艺的规范文件制定；6、新工艺开发项目中的成本管控。任职资格：1、金属材料工程、无机非金属材料工程、复合材料与工程、材料物理、材料化学、材料类，等离子体物理相关专业；英语CET-4及以上；2、5年以上有金属，非金属，或光学真空镀膜工作经验...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC480015080J40842269715.htm,1000-9999人,2025-05-08 09:51:26,20000.0,35000.0,12.0
注塑工艺高级项目工程师(英语方向),深圳,广州市众怀创办公设备有限公司,大专,5-10年,"注塑工艺,注塑设计,注塑操作,注塑质量管理,注塑技术研发",15000-30000,职位基本情况岗位职麦:1、制定产品质量先期策划和进度计划;2、主导新项目设计评审、验证及确认的工作;3、跟进项目环节进度，每周定期更新项目进度，并能对项目节点存在的风险及时提出并汇报给上级:4、处理日常客户来往邮件包括客户投诉等;5、负专项目承认，试产及移管工作。要求1、熟悉注塑工艺、注塑模具及注塑后工艺(喷涂、塑胶电镀等)知识; 2、会使用CAD、UG或Pro-E等制图软件; 3、熟悉offic...,办公用品/设备,http://jobs.zhaopin.com/CC644005030J40837655905.htm,20人以下,2026-01-08 17:46:12,15000.0,30000.0,12.0
工艺质量管理工程师,深圳,深圳市新凯来技术有限公司,本科,经验不限,"QC,QA,QE,来料检验（IQC）,制程检验（IPQC）,出货检验（OQC）,全面质量管理体系",18000-35000,1、负责电子元器件堆叠/封装过程质量管控2、梳理操作规范，进行规范审查与评估3、对常见堆叠过程质量问题如particle污染等，进行改善措施制定与推动落地4、建立正向管控机制，协助提高良率,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40628681915.htm,1000-9999人,2025-11-11 15:58:42,18000.0,35000.0,12.0
热处理工程师,深圳,深圳市宏嘉科创电子有限公司,本科,3-5年,热处理工艺,15000-30000,主要工作：1.工艺设计与优化:负责制定和优化不同材质、不同规格锻造磨球的热处理工艺规程，通过实验分析等手段，持续改进工艺，提升产品的综合性能。2.生产过程控制:监控热处理生产线的运行状态，确保工艺参数稳定受控，负责现场热处理工艺纪律的监督与执行，处理生产过程中的突发技术问题。3、质量分析和改进:分析与热处理相关的产品质量异常，找出根本原因并制定纠正与预防措施。与实验室紧密合作，对质量异常产品分析，...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC531101920J40849521613.htm,300-499人,2026-01-07 09:08:49,15000.0,30000.0,12.0
贴膜/划胶工艺工程师,深圳,某世界五百强工业制造企业,本科,5-10年,,16000-30000,岗位职责：1.新设备开发，设备立上维护，改机评估；2.制程设备优化与改善，隐患预防并标准化；3.设备异常对应及各类报告整理输出；4.能独立操作设备，快速对应异常，并形成报告；5.参加客户会议，讨论项目相关问题。 任职要求：1.本科及以上学历，理工类专业（机械、自动化、材料等）；2.具5年以上贴膜/喷涂/划胶类设备开发调试经验；3.较强的制程设备异常解决能力；4.较强的沟通表达能力，能跨部门协调工作...,互联网,http://jobs.zhaopin.com/CCL1318355140J40860473203.htm,500-999人,2026-01-07 01:10:07,16000.0,30000.0,12.0
胶粘剂工艺工程师,深圳,深圳市新凯来技术有限公司,硕士,3-5年,"高分子材料,装配工艺,胶粘工艺",18000-35000,【岗位职责】1、负责胶粘剂（环氧、丙烯酸、有机硅等）的选型、开发、性能测试与工艺参数优化2、负责胶粘工艺不良预防措施的制定、工艺缺陷和失效的分析3、制定并完善胶粘材料的应用工艺与作业指导书，支撑胶水应用4、负责前沿胶粘工艺、设备、行业信息等的调研、总结、赋能等 【岗位要求】1、高分子、材料、化工或相关专业2、熟悉环氧、有机硅、丙烯酸等常用胶水体系的基本特性3、熟悉胶粘剂相关的测试表征方法及标准4、...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40896526615.htm,1000-9999人,2025-10-21 19:19:13,18000.0,35000.0,15.0
测试工艺工程师15-30k*16薪/双休,深圳,成都佳伊聘科技有限公司,本科,1-3年,"测试,工艺,硬件测试,电热性测试,测试导入,NPI",15000-30000,"岗位职责"" 负责半导体设备部件测试工艺制定、优化等工作【01】工艺设计与优化：制定精准的工艺流程、操作步骤和测试工艺参数。编制清晰、准确的测试工艺文件，如测试工序流程图、标准作业指导书（SOP），并根据生产实际情况和反馈，持续优化改善测试工艺，确保产品测试过程质量稳定，提升测试效率【02】 生产现场技术支持：深入生产一线，提供实时技术指导，快速解决组装过程中出现的各类工艺问题和质量缺陷。定期巡查生...",人力资源服务,http://jobs.zhaopin.com/CCL1323094150J40730855406.htm,100-299人,2026-01-06 15:15:11,15000.0,30000.0,16.0
研发工艺工程师,深圳,江苏吉泰科电气股份有限公司深圳分公司,大专,5-10年,"单板工艺设计评审,整机工艺评审",15000-30000,岗位职责：1、根据研发项目需求，组织和参与PCB设计工艺方案的制定、评审，在设计中构建产品工艺、可生产性和制造成本优势；2、负责PCB、PCBA工艺设计规范的制定；3、负责PCB设计工艺技术审核；4、根据整体技术方案、硬件和结构设计方案，进行整机工艺设计、评审和优化，输出整机工艺方案；5、负责新的工艺方案、工艺材料的引进和验证，推进产品工艺的创新及优化。 任职要求： 1、大专及以上学历，电气工程、...,电气机械/电力设备,http://jobs.zhaopin.com/CCL1509844430J40946696604.htm,500-999人,2026-01-06 01:09:00,15000.0,30000.0,14.0
半导体工艺工程师,深圳,深圳市新凯来技术有限公司,硕士,无经验,,18000-35000,工作职责 —1、负责新回样、交付设备的工艺调试；2、负责工艺问题分析，收集工艺数据，解决工艺问题，包括方案设计、问题定位和性能优化，完成实验闭环；3、负责工艺CIP实施，设计相关DOE实验，收集数据，评估新工艺窗口；4、负责工艺变更开发，协同研发、服务部门解决疑难问题；5、根据客户技术路线图、工艺流程、需求和业务挑战，协同公司内部资源，给出可行的建议方案。任职要求—1、物理、化学、材料、微电子、机...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40864347115.htm,1000-9999人,2025-07-20 11:38:13,18000.0,35000.0,12.0
工艺工程师（键合/贴合）,深圳,成都佳伊聘科技有限公司,本科,1-3年,键合工艺,15000-30000,陶瓷静电吸盘键合 晶圆键合方向 岗位职责：1.负责半导体零部件新产品导入工作，规划车间产能，保障产品快速量产交付市场；2.制定产品工艺路线，输出标准作业指导书，解决产线交付过程中的工艺类问题；3.负责产线的生产设备管理，制定维护和保养方案，保障设备不宕机不影响产线生产；4.负责产品的市场返还件维修工作，及时响应，高品质服务，满足客户备件维修需求；5.构建工程工艺能力，固化工艺流程，提高产线交付质量...,人力资源服务,http://jobs.zhaopin.com/CCL1323094150J40738536706.htm,100-299人,2026-01-06 15:01:58,15000.0,30000.0,12.0
技术员,深圳,中南国际科技发展(深圳)有限公司,大专,3-5年,,15000-30000,1.生产现场异常问题处理及改善； 2.配合PIE工程师DOE验证，支撑产品良率持续提升； 3.制定相关现场工艺文件及MES/YMS等IT系统维护； 4. 辅助整理生产测试数据，输出现场质量报告,咨询服务,http://jobs.zhaopin.com/CC635829180J40818839005.htm,500-999人,2026-01-05 14:54:52,15000.0,30000.0,12.0
半导体工艺工程师,深圳,深圳市新凯来技术有限公司,硕士,经验不限,镀膜工艺,15000-30000,岗位职责 岗位要求1.负责半导体设备设计，制定工艺开发方向。2. 半导体设备工艺开发，验证，测试，分析数据，给出工艺调试方向3. 根据工艺验证选择合适的表征方法，进行工艺验证数据收集分析；4. 半导体设备开发验证，迭代，测试，关键部件验证。5. 可制定设备验证计划，关键零部件参数分析，制定设备验证方向；6. 能快速响应并处理问题； 岗位要求1.本科及以上学历，英语CET-4/CET-62. 熟悉半...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1362239030J40876597515.htm,1000-9999人,2026-01-06 10:09:35,15000.0,30000.0,12.0
CMP工艺工程师(J10025),深圳,深圳市鹏新旭技术有限公司,本科,5-10年,CMP,15000-30000,"岗位职责: 1.新产线建构与维护,CMP研磨设备机台评估与导入； 2.负责设备进厂安装的前期准备工作，并按期完成设备安装调试且配合进行工艺调试； 3.负责建立生产设备监控系统，设备故障及时分析及修复，持续提高机台稳定性； 4.维护保养管理工作，制定设备保养计划与零备件管理，并按计划组织实施； 5.产品工艺导入与认证，维护工艺稳定性，减少工艺缺陷，提高成品良率； 6.负责协调跨部会合作，转移新研发的...",电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1406263350J40516136007.htm,10000人以上,2026-01-05 09:03:02,15000.0,30000.0,15.0
工艺开发工程师,深圳,深圳欣界能源科技股份有限公司,本科,3-5年,"新品导入（NPI）,工艺改良,钢壳圆柱,软包叠片",15000-30000,【工作职责】1、统筹新工艺开发项目，负责工艺方案的编制，完成新工艺初步验证，评估新工艺并输出新工艺导入可行性报告；2、统筹新工艺方案参数的验证，设计并提供工艺参数给新设备开发工程师，参与新设备的设计；3、统筹和组织新工艺方案和PFMEA评审；4、参与新工艺开发过程中的新设备开发和验证，对新设备的开发方案进行评审，评估新工艺设备工序能力，完成相应的DOE实验设计验证；5、在新设备开发过程中，参与供应...,新能源,http://jobs.zhaopin.com/CCL1478923000J40818659611.htm,300-499人,2026-01-04 16:29:59,15000.0,30000.0,12.0
