职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
即时零售产品营销总监,郑州,优布劳(中国)精酿啤酒有限公司,本科,5-10年,,20000-40000,岗位职责：. 产品策略与开发· 需求洞察：基于用户研究和数据分析，提出符合即时零售场景的商品或功能开发计划。· 新品/功能管理：主导新产品线或新功能模块（如营销工具）的开发全流程，并对最终的业务增长目标（如GMV、订单量）负责。· 生命周期管理：持续迭代优化已上线的产品或活动，提升其效率和产出。2. 营销活动策划与落地· 整合营销规划：策划并执行与产品策略相匹配的线上营销活动、品牌联合推广等，实现...,快速消费品,http://jobs.zhaopin.com/CC625599320J40909897115.htm,500-999人,2025-12-12 11:43:14,20000.0,40000.0,12.0
产品集成开发专家,郑州,汉威科技集团股份有限公司,硕士,5-10年,,20000-40000,岗位职责：1、系统集成规划：负责从器件、结构、硬件、软件到云端的整体方案设计与落地。2、产品级平台化规划：打造可复用的模块化平台，支撑多系列气体探测器的快速迭代。3、跨界统筹协调：统筹传感器、结构、光学、嵌入式、物联网通信等多学科团队。任职要求：1、系统架构与模块化设计：可在需求初期完成从硬件到软件的总体方案与接口定义。2、整机可靠性与认证：熟悉气体检测行业国标、ATEX/IECEx、防爆、EMC...,物联网,http://jobs.zhaopin.com/CC137078130J40736021506.htm,1000-9999人,2025-12-08 17:40:49,20000.0,40000.0,12.0
董事长助理（营销方向）,郑州,河南丰博自动化有限公司,本科,3-5年,"销售管理,集团公司,上市公司,行政机构,英语",20000-40000,岗位职责1.协助董事长对接渠道商，维护合作关系，推动销售目标达成。 2.跟踪行业动态、竟品信息，提供市场分析及策略建议。 3.准备营销会议材料，跟进重点项目进展，推动跨部门协作， 4.处理董事长交办的专项任务，包括数据整理、报告撰写等。 任职资格 1.学历:本科及以上，985/211 或国内外知名院校优先，市场营销、工商管理、测控、经济学等相关专业。 2.年龄:32 周岁以下。 3.经验: (1)...,仪器仪表制造,http://jobs.zhaopin.com/CC154961210J40756462401.htm,100-299人,2025-11-26 08:48:21,20000.0,40000.0,12.0
营销产品经理,郑州,郑州市龙丰农业机械装备制造有限公司,本科,5-10年,"国内市场,国际市场",20000-40000,一、核心画像1.角色定位：执行市场分析，负责产品推广的营销方案设计，制定并推动执行产品、定价、渠道、推广策略。构建科学的渠道开发与管理标准，通过持续培训与监督，将营销策略精准落地至销售终端。2.关键特质：市场敏锐度、技术理解力、营销策划力、渠道掌控力二、硬性条件1.教育背景必备：统招本科及以上学历优选：农业机械化及其自动化、机械工程、市场营销等复合专业研究生学历背景。2.工作经验5年以上农机行业经...,电气机械/电力设备,http://jobs.zhaopin.com/CC542378120J40814475810.htm,20-99人,2025-11-25 09:58:14,20000.0,40000.0,12.0
高端医养社区产品销售顾问（高提成＋周末双休）,郑州,泰康人寿保险有限责任公司河南郑州财富营销服务部(财富部),大专,1-3年,"KA大客户,企业客户",20000-40000,职位内容： 维护客户，与客户沟通各项营销活动的开展。共同维护高净值客户，根据客户健康和财富管理的需求，为其定制具有准确性、针对性、专业性的养老金配置方案，并达成销售业绩。 任职要求： 1. 年龄在25—50岁 2. 本科及以上学历 3. 2年以上销售经验 4. 具备较强的学习能力、沟通能力、良好的应变能力和抗压能力 5. 持有金融理财师AFP、CFP资格证书者优先 薪资待遇： 薪资构成：基本薪资+...,保险,http://jobs.zhaopin.com/CCL1431653310J40578189005.htm,10000人以上,2025-11-19 14:18:19,20000.0,40000.0,12.0
产品经理,郑州,六夫丁作物保护有限公司,博士,3-5年,"农药,杀虫剂,植物保护",20000-40000,职位描述一、岗位职责：1、进行产品市场规划跟进，跟踪产品生产计划；2、负责作物试验区的药效实验，采集数据形成农作物病虫害防治实验报告；3、根据实验报告，拟定公司内部专业用药及相关知识培训计划并实施；4、为老产品的配方改良和新产品的药效测试提供各种实验数据支持；5、对产品品牌进行扶持推广，协助业务员进行农民会、订货会等的策划与召开。二、任职资格：1、博士研究生学历及以上，农学、植物保护等相关专业；2...,农/林/牧/渔,http://jobs.zhaopin.com/CC461412320J40935357504.htm,500-999人,2025-11-11 14:48:55,20000.0,40000.0,12.0
WMS软件产品经理,郑州,河南华鼎冷链仓配科技有限公司,本科,5-10年,WMS系统,30000-40000,岗位职责： 1、调研产品需求，整理需求优先级，输出原型和PRD，配合推动UI设计和研发测试； 2、协调开发、测试、实施人员，主导版本迭代，确保产品高效交付； 3、对行业前沿技术有一定研究，能够推动创新方案落地； 4、输出合理，清晰，详细的产品需求原型/文档，配合推进产品迭代； 5、根据产品运营数据进行分析，持续完善和优化产品功能。 6、推动WMS与其他业务系统集成，通过数据分析持续优化产品体验，降...,货运/物流/仓储,http://jobs.zhaopin.com/CCL1478830950J40743866914.htm,500-999人,2025-11-11 11:47:06,30000.0,40000.0,12.0
高端医养社区产品推荐官（周末双休）,郑州,泰康人寿保险有限责任公司河南郑州财富营销服务部(财富部),本科,1-3年,"保险行业,投资/理财,贷款行业,银行,大客户（KA）,销售经理,销售总监,销售主管",20000-40000,职位内容： 泰康目前业务涵盖医疗，养老，资管，主要招募服务高净值客户的专业人才，为高客提供一站式全生命周期健康财富解决方案 任职要求： 1. 年龄在25—50岁 2. 本科及以上学历 3. 2年以上销售经验 4. 具备较强的学习能力、沟通能力、良好的应变能力和抗压能力 5. 持有金融理财师AFP、CFP资格证书者优先 薪资待遇： 薪资构成：基本薪资+绩效津贴+服务津贴+方案奖励 （基本薪资1200...,保险,http://jobs.zhaopin.com/CCL1431653310J40469797205.htm,10000人以上,2025-11-19 14:18:14,20000.0,40000.0,12.0
董事长助理——上市企业——投资投行方向,郑州,北京外企人力资源服务河南有限公司,硕士,经验不限,投行,20000-40000,1.战略决策支持开展行业研究与市场分析，竞争对手情况及宏观经济趋势，为集团战略规划、业务拓展、投资决策等提供数据与信息支撑。2.日常事务管理负责董事长日常行程管理，合理安排会议、商务洽谈等活动，提前做好相关准备工作，确保行程高效有序。处理董事长各类文件、及时向董事长汇报重要信息，并跟进落实相关事项。筹备、组织各类高层会议，包括董事会、经理办公会等，负责会议通知、资料准备、会议记录及会议决议的跟踪与...,人力资源服务,http://jobs.zhaopin.com/CC329281210J40797737901.htm,100-299人,2025-10-17 14:40:52,20000.0,40000.0,12.0
TMS软件产品专家,郑州,河南华鼎冷链仓配科技有限公司,本科,5-10年,B端产品,25000-40000,岗位职责：1、负责物流运力产品规划和设计；2、进行产品功能设计、原型设计、产品需求书等相关需求文档的编写，协助开发、测试团队理解和掌握需求，对产品需求方向负责。3、收集和判断用户以及市场的需求，进行竞争对手分析，结合公司业务当前发展状况，确定产品短期的改进目标并就长期的发展方向提出建议；4、对负责的产品线运营情况进行数据监控和分析，定期对自身产品、整体行业、竞争对手进行分析，提出产品优化方案；5、...,货运/物流/仓储,http://jobs.zhaopin.com/CCL1478830950J40791186814.htm,500-999人,2025-08-14 10:24:30,25000.0,40000.0,12.0
高端医养社区产品销售顾问（高提成＋时间自主）,郑州,泰康人寿保险有限责任公司河南郑州财富营销服务部(财富部),大专,1-3年,"KA大客户,企业客户,政府客户",20000-40000,职位内容： 维护客户，与客户沟通各项营销活动的开展。共同维护高净值客户，根据客户健康和财富管理的需求，为其定制具有准确性、针对性、专业性的保险配置方案，并达成销售业绩。 任职要求： 1. 年龄在25—50岁 2. 本科及以上学历 3. 2年以上销售经验 4. 具备较强的学习能力、沟通能力、良好的应变能力和抗压能力 5. 持有金融理财师AFP、CFP资格证书者优先 薪资待遇： 薪资构成：基本薪资+绩...,保险,http://jobs.zhaopin.com/CCL1431653310J40310591305.htm,10000人以上,2025-11-19 14:18:12,20000.0,40000.0,12.0
总经理助理,郑州,中邮证券,本科,1-3年,,20000-40000,负责拟定分公司业务发展规划、年度目标和计划、专项业务和营销方案等，并组织实施；负责对各项业务提供指导，重点引导、满足客户的业务需求；负责机构分公司业务的管理和拓展，协同相关业务条线进行业务链延伸；负责邮银板块内部协同、外部渠道协同发展；负责分公司业务培训、业务督导，业务数据统计、业绩分析等工作。,证券/期货,http://jobs.zhaopin.com/CC345176210J40796960908.htm,1000-9999人,2025-06-09 09:01:43,20000.0,40000.0,12.0
wms软件产品专家,郑州,河南华鼎冷链仓配科技有限公司,本科,5-10年,B端产品,25000-40000,岗位职责：1、调研产品需求，整理需求优先级，输出原型和PRD，配合推动UI设计和研发测试；2、协调开发、测试、实施人员，主导版本迭代，确保产品高效交付；3、对行业前沿技术有一定研究，能够推动创新方案落地；4、输出合理，清晰，详细的产品需求原型/文档，配合推进产品迭代；5、根据产品运营数据进行分析，持续完善和优化产品功能。6、推动WMS与其他业务系统集成，通过数据分析持续优化产品体验，降低运营成本。...,货运/物流/仓储,http://jobs.zhaopin.com/CCL1478830950J40791185614.htm,500-999人,2025-08-14 10:23:29,25000.0,40000.0,12.0
软件工程师-AGV产品负责人,郑州,郑州恒达智控科技股份有限公司,本科,5-10年,"Java,Spring",20000-40000,岗位职责：1. 负责AGV团队的技术发展规划制定，前瞻性产品技术研究方向确定。2. 负责整体技术方案设计，项目管理以及关键技术攻关。 3. 负责研究室和人员的组织与管理，内外部资源的组织与协调。 4. 负责与其他团队进行技术方案对接，并进行技术路径的制定、评审和实施。5.推动机器人技术在实际环境中性能优化和落地方案。6.按时完成上级领导交办的其他工作任务。任职要求：1.本科及以上学历，硕博士优先，...,仪器仪表制造,http://jobs.zhaopin.com/CC471530730J40755128410.htm,500-999人,2025-06-07 14:35:39,20000.0,40000.0,12.0
总账系统产品专家/经理（接受出差）,郑州,东华软件股份公司,本科,5-10年,"总账系统,神马,长亮",20000-35000,任职要求：1、具备八年以上金融行业工作经验，具备主持或参与五个以上金融行业总账系统项目工作经验；2、了解市场金融行业总账系统产品发展方向，熟悉金融行业总账系统市场主流技术架构及实现方案；3、具备扎实的金融行业业务知识，熟悉银行总账管理的业务流程、会计核算规则和监管要求；4、拥有出色的沟通能力，能够与银行客户、销售团队、技术团队等不同角色进行有效的沟通；5、具备较强的问题解决能力，能够快速识别客户需...,计算机软件,http://jobs.zhaopin.com/CC193399810J40811128407.htm,1000-9999人,2026-01-12 00:15:02,20000.0,35000.0,12.0
产品副总监-A5-J269232,郑州,鹿邑县澄明食品有限公司,大专,5-10年,"食品,调味品,需求调研,方案设计,成本核算",20000-35000,岗位职责：1、对销售目标负责，全面负责公司B端（含大客户定制）与C端产品线的规划与管理，制定差异化的产品与市场策略；2、产品全生命周期管理，主导从需求调研、方案设计、开发到上线运营的全流程；3、负责大客户定制项目的全程管理，从需求分析、风味定制、成本核算到生产协同，确保项目落地；4、洞察B端与C端市场趋势及竞品动态，推动产品创新，并协调研发、生产、供应链资源以满足不同端需求；5、负责产品团队管理、...,零售/批发,http://jobs.zhaopin.com/CCL1253004200J40856677012.htm,500-999人,2026-01-06 13:15:22,20000.0,35000.0,12.0
产品经理（矿压数据分析）,郑州,郑州恒达智控科技股份有限公司,本科,5-10年,,25000-40000,岗位职责：1. 深入了解矿山矿压专业知识和相关标准、法规，熟悉当前可用技术和发展趋势，识别和发现可在矿山中增值的矿压新技术、新方法；2. 根据用户需求开展矿压类或安全类项目合作，完成现场调研、需求分析、技术路线和技术方案制定、项目过程管理、结项，并编制各阶段的技术文档；3. 具有一定的矿压类数据或安全类数据分析经验，参与过矿压类或安监类产品的现场实施；4. 与团队成员充分合作，解决工作中遇到的各种...,仪器仪表制造,http://jobs.zhaopin.com/CC471530730J40701361110.htm,500-999人,2025-04-24 00:05:03,25000.0,40000.0,12.0
光储充产品解决方案经理,郑州,超聚变数字技术股份有限公司,本科,10年以上,,18000-35000,岗位职责产品解决方案设计与优化负责光伏、储能、充电（光储充一体化）解决方案的全生命周期管理，包括需求分析、方案设计、技术选型、成本核算及落地实施支持。结合客户需求与行业趋势，开发制作光储充系统方案（如工商业储能、微电网、充电站集成等），提升产品竞争力。对现有解决方案进行迭代优化，整合软硬件技术（如能源管理系统EMS、BMS、PCS等），提升系统效率和用户体验。市场与客户支持深入挖掘客户需求，主导技...,计算机硬件,http://jobs.zhaopin.com/CCL1367103620J40831343515.htm,1000-9999人,2026-01-06 08:56:46,18000.0,35000.0,12.0
AGV产品经理,郑州,郑州帮聘信息科技有限公司,本科,5-10年,,30000-35000,1、 市场调研：分析行业趋势、竞品及客户需求，转化为产品需求文档（PRD）。2、 产品规划：定义AGV产品线（潜伏式、叉车式等）及调度系统功能、性能指标。3、 项目管理：跨部门协调研发，把控进度与质量，确保交付。4、 技术支持：售前方案支持，解决客户现场问题并推动优化。5、 迭代优化：根据反馈数据持续迭代产品。,IT服务,http://jobs.zhaopin.com/CCL1304678110J40745184706.htm,20-99人,2026-01-04 14:13:19,30000.0,35000.0,12.0
AI智能眼镜解决方案产品经理(A220566),郑州,捷安高科,本科,3-5年,"AR,VR",20000-35000,职位描述：岗位职责：1、 深入研究主流AR/AI眼镜厂商（如 Rokid、Xreal、Vuzix、TCL、RealWear、HoloLens 等）的产品特性、技术参数、SDK能力、供应链稳定性及商务政策；2、 基于公司目标行业（如工业质检、职业培训、安全检查等）的实际作业场景，制定智能眼镜选型标准（包括佩戴舒适性、续航、显示效果、语音/手势交互、防护等级、开放接口等）；3、 主导多款眼镜的横向评测...,计算机软件,http://jobs.zhaopin.com/CC219039210J40911011215.htm,500-999人,2025-12-18 10:19:50,20000.0,35000.0,14.0
产品经理,郑州,河南先利达化工有限公司,本科,3-5年,,18000-35000,岗位职责：1、负责药肥一体化产品全生命周期管理，基于市场调研挖掘种植户、渠道端核心需求，结合政策导向与竞品动态，制定产品线中长期规划及新品研发优先级。2、牵头新品定义与研发落地，组织农技、研发团队明确产品配方、药效肥效指标、适用作物及场景，输出产品需求文档；跟进田间试验、产品检测，推动完成农药、肥料双登记，确保合规上市。3、制定产品上市策略，涵盖定位、卖点提炼、包装设计、定价方案；协同销售、市场团...,农/林/牧/渔,http://jobs.zhaopin.com/CC824144650J40781178916.htm,500-999人,2025-12-16 10:36:06,18000.0,35000.0,12.0
产品经营管培生,郑州,牧原股份,本科,无经验,"运营方向,经营方向,产品运营",20000-35000,【岗位职责】1、利润管理：通过经营分析，对生猪采购、销售、生产、物流等环节进行有效决策，达成利润目标；2、产品定价：负责公司所有产品的价格管理，包括不限于肉食品流通价格、商超活动促销价格、大客户定制品价格等，实现利润最大化；3、计划统筹：依据客户分配逻辑，对供应链核心计划进行有效决策，包括采购计划、生产计划、库存周转计划等，降低运营成本，提高计划效率；4、经营管理：拉通生产、销售、运营铁三角团队，...,农/林/牧/渔,http://jobs.zhaopin.com/CC495147320J40810706311.htm,10000人以上,2025-11-29 17:42:10,20000.0,35000.0,12.0
总经理助理,郑州,强耐新材,本科,3-5年,"国营企业,上市公司",25000-35000,岗位内容：1. 协助总经理安排、推进和跟进重要会议和项目，协调相关部门的工作；2. 精准汇报公司业务运营情况，提供数据支持并给出建议；3. 负责起草、审核、归档文稿、商务合同等法律文件，并确保其完整性和准确性；4. 协助上级开展投资、招商引资、对外宣传、品牌推广等活动；5. 安排高层日程安排及电话、邮件等沟通事宜。任职要求：1. 本科及以上学历，管理、经济学等相关专业；2. 具有数年企业高管秘书或...,建筑设备安装,http://jobs.zhaopin.com/CC655813980J40819417405.htm,100-299人,2025-10-16 17:20:57,25000.0,35000.0,12.0
产品总监,郑州,郑州埃文科技有限公司,本科,5-10年,"软件产品,AI产品,数据产品,数据治理产品,大数据产品,数据中台产品,知识图谱产品,大模型产品",30000-35000,一、岗位职责1.新产品线规划与设计：独立负责 2-3 条新产品线从 0 到 1 的全流程设计工作。深度研究市场趋势、行业动态以及用户需求，制定精准的产品定位与发展战略，明确产品核心功能与特性，确保产品具备市场竞争力与创新性。2.数据类产品把控：对人工智能、数据要素、隐私计算、数据中台等数据类产品有深入了解。能够将数据相关技术与产品理念相结合，在新产品线设计中融入数据驱动的思维，提升产品的数据处理能...,计算机软件,http://jobs.zhaopin.com/CC521610020J40753753410.htm,100-299人,2025-06-03 14:51:26,30000.0,35000.0,12.0
不打电话 只谈判+金融产品经理,郑州,河南玖橡咨询服务有限公司,学历不限,1-3年,,15000-30000,工作内容1.负责接待到访的客户，分析客户的资质，帮助客户匹配合适的银行产品2.帮助客户批款成功后收取服务费工作时间8：40-12：00 14：00-18:30 单双休 法定假日全休薪资待遇底薪4000+提成10-30% 提成上不封顶，月薪在1.5-3万其他福利缴纳五险一金、带薪休假、带薪国内外旅游、月度奖励、生日会、下午茶、不定期团建、聚餐春秋郊游、各种节假日福利仪式感等，拿到手软耶耶耶！！！,企业服务,http://jobs.zhaopin.com/CCL1470549300J40822774305.htm,100-299人,2026-01-12 01:12:04,15000.0,30000.0,12.0
产品经理（安全监测监控方向）(J10343),郑州,南京北路智控科技股份有限公司,本科,3-5年,硬件产品,18000-30000,岗位职责:1. 需求收集与分析：负责市场调研、竞品分析及需求统筹，搜集行业动态与政策，撰写新产品PRD文档。2. 产品规划：结合公司战略与用户需求，制定产品规划及迭代计划，定义产品标准，确定技术路线。3. 设计与研发管控：拆解需求并编制总体设计方案，提供原型/效果图；跟踪研发进度，解决产品问题；跟进小批量生产及实验问题，保障产品质量。4. 交付与发布：推进产品交付，确保研发资料按时完整交付，负责产...,物联网,http://jobs.zhaopin.com/CC204378620J40832673510.htm,1000-9999人,2026-01-09 14:43:46,18000.0,30000.0,12.0
产品经理（冻品）,郑州,鲜美来食品股份有限公司,大专,3-5年,"华东大区,国内市场,C端渠道,NKA渠道,电商渠道,KA渠道,新零售渠道",20000-30000,1、熟悉滑类商品在C端渠道的市场现状，并可以通过市场调研及数据分解方式深度理解目标用户的需求； 2、产品规划与战略制定，定义产品核心指标并可跟踪分析产品表现，驱动市场竞争； 3、结合产品销售及未来市场变化，对现有产品进行周期管理； 4、跨部门沟通协调，与公司内部相关团队协助，确保信息对齐与战略协同。 任职资格： 1、统招大专及以上学历，食品相关专业优先； 2、较好的数据观测分析分析能力，对市场变化...,快速消费品,http://jobs.zhaopin.com/CC222144720J40786422616.htm,500-999人,2026-01-09 10:02:59,20000.0,30000.0,12.0
董事长助理,郑州,河南乾鼎不良资产处置有限公司,本科,5-10年,"政府关系管理,上市公司,集团公司",20000-30000,岗位内容：1. 为公司或分管领域争取必要的内部资源和外部资源（如合作伙伴、政府关系）；2. 协调董事长与外部机构（如政府单位、行业协会、投资方）的关系；3. 在授权范围内，代表公司与重要客户、合作伙伴及政府机构进行沟通交流；4. 善于与内外部不同背景的人沟通，同东事项进展；5. 善于调动和利用各方资源，促成合作。任职要求：1. 本科及以上学历；2. 5年以上大型企业高管秘书或执行助理工作经验；3....,投资/融资,http://jobs.zhaopin.com/CCL1240252880J40840847812.htm,20-99人,2026-01-08 15:13:55,20000.0,30000.0,12.0
产品经理,郑州,河北逐鹿企业管理咨询有限公司,大专,5-10年,"国内市场,厂家,经销商",20000-30000,岗位职责： 管理及服务，商务拓展，采销协同，，系内商业业务嫁接及协同，集团产品对接事宜。全面负责团队管理，搭建团队梯队人才建设，打造有战斗力的团队。 1、战略规划与执行2、产品统筹管理3、市场研究与分析4、大客户服务与管理5、内外部协同6、风险与合规管控 任职要求： 1、大专及以上学历，市场营销等相关专业优先，具备管理知识及财务知识 2、具备丰富的产品引进资源，优秀的统筹协调及资源整合的能力、团队...,培训/辅导服务,http://jobs.zhaopin.com/CC540484520J40978627804.htm,20-99人,2026-01-07 13:37:26,20000.0,30000.0,12.0
总经理助理,郑州,郑州利亨生盛餐饮管理有限公司,学历不限,1-3年,行政管理,18000-30000,嘿，我们在寻找一个超级助手，和我们一起改变世界！你将和CEO一起工作，处理日常事务、安排日程、准备文件，还有更多！如果你： 擅长使用MS Office； 沟通能力超强； 责任心爆表； 能保守秘密。那就快加入我们吧！期待你的到来，一起创造奇迹！,餐饮服务,http://jobs.zhaopin.com/CC296613380J40837253505.htm,20-99人,2026-01-07 11:49:47,18000.0,30000.0,12.0
高压连接器产品设计与开发工程师(J10216),郑州,长春捷翼汽车科技股份有限公司,本科,3-5年,"结构设计,AutoCAD,CATIA,高压连接器,连接器",15000-30000,可base：郑州、上海、广州、常州、长春等地 岗位职责： 1、外来及内部文件分析归档 2、客户需求分析 3、产品材料开发 4、新产品设计开发 5、新项目报价资料准备 6、产品设计更改 7、新产品设计研发可靠性设计 8、相关开发文件编制建档 9、行业趋势分析，产品路线规划，技术路线建立 任职要求: 1、具备 5 年以上高压连接器研发经验，有成功的产品研发经验。 2、具备 2 年及以上高压连接器端子、...,汽车研发/制造,http://jobs.zhaopin.com/CC601432520J40535042208.htm,1000-9999人,2026-01-05 01:19:01,15000.0,30000.0,14.0
