职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
linux嵌入式软件工程师（双休）,郑州,郑州恩普特,本科,5-10年,"C++,C语言,linux,传感器,采集器",13000-20000,岗位职责：1.负责嵌入式产品Linux应用软件开发；2.负责软件通讯协议制定；3.负责软件需求分析、流程设计，程序开发、调试、测试、维护、版本管理等；4.负责嵌入式应用软件架构设计和算法移植工作；5.负责设计文档、测试用例、测试报告、使用说明相关文档的编写。6.协助嵌入式硬件调测工作；岗位要求：1.本科及以上学历，电子技术、微电子、测试计量技术与仪器、计算机、信号与系统等相关专业；2.5年以上嵌入...,互联网,http://jobs.zhaopin.com/CC142437320J40791715905.htm,100-299人,2025-07-07 18:00:30,13000.0,20000.0,13.0
高级嵌入式软件开发工程师,郑州,北京第六宇速科技有限公司,本科,3-5年,"嵌入式软件开发,驱动开发,FreeRTOS,Vxworks,C语言",10000-20000,由于公司处于高速成长期，项目量激增，且有研发新产品的的计划，所以长期招聘嵌入软件工程师。岗位职责：1.根据需求，与硬件工程师协同完成产品总体方案设计；2.完成软件详细设计、测试流程设计；3.完成相关系统软件、驱动、API接口、应用软件的编码和测试工作；4.参与大型系统联调联试工作；5.参与软件架构、开发流程等规范制定工作。任职要求：1.本科及以上学历，电子、计算机、软件、自动化等相关专业；2.熟练...,计算机硬件,http://jobs.zhaopin.com/CC533237880J40377014705.htm,20-99人,2025-06-25 14:56:35,10000.0,20000.0,12.0
高级嵌入式开发工程师,郑州,北杉集成电路(郑州)有限公司,硕士,3-5年,"C语言,DSP,单片机",12000-20000,1) 岗位职责1、负责开发公司自有调试器、烧录器等系列产品；2、单片机各类开发工具，开发者常用开发工具开发；3、平台硬件终端产品开发，含RTOS 版本与硬件终端和嵌入式Android 、嵌入式Linux类别的硬件应用终端平台；4、行业前沿产品的预研；5、相关产品的适配和维护；6、相关产品的技术文档。2) 任职资格1、硕士及以上学历，电子信息、计算机及相关专业；有相关岗位工作经验者优先考虑；2、数字...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1485392850J40588706416.htm,20-99人,2025-07-09 11:13:08,12000.0,20000.0,13.0
嵌入式高级开发工程师,郑州,郑州睿讯微电子有限公司,本科,5-10年,"嵌入式软件开发,芯片开发,单片机开发,PCB设计,C++,C语言,传感器,物联网",12000-20000,岗位职责：1、负责公司产品软件需求评估确认；2、负责新产品软件功能的设计、编码和自测，并输出相关文件；3、负责现有产品软件功能的维护、日常问题分析及解决，并输出相关文档；4、配合部门要求的其他软件工作及日常管理工作；任职要求：1、本科及以上学历，3年以上单片机开发工作经历；2、精通C/C++语言，有扎实的编程经验和丰富的分层编程思维；3、精通单片机开发如STM32、GD32、HC32等，熟练使用各...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC695279430J40528355115.htm,20-99人,2025-05-29 10:23:27,12000.0,20000.0,12.0
高级嵌入式软件工程师,郑州,金冠电气股份有限公司,本科,5-10年,"32位单片机,ARM处理器,DSP,C语言,C++",15000-20000,"岗位职责：1、参与公司充电桩嵌入式系统软件开发、方案制定、架构设计、现场维护等工作；2、编制产品开发文档，实施开发计划，完成产品相关测试；3、配合团队完成公司产品的功能优化设计和软件优化、维护和升级;岗位要求:1、计算机/自动化相关专业本科以上学历，5年及以上相关工作经验优先；2、熟练掌握Linux开发环境, 熟练掌握在linux环境下进行软件开发的一般步骤和方法；3、精通C/C++语言，对面向对...",电气机械/电力设备,http://jobs.zhaopin.com/CC253220110J40540401804.htm,300-499人,2025-05-20 17:32:46,15000.0,20000.0,12.0
高级嵌入式开发工程师（五险一金）,郑州,北杉集成电路(郑州)有限公司,硕士,1-3年,"C语言,32位单片机,DSP",12000-20000,1) 岗位职责1、负责开发公司自有调试器、烧录器等系列产品；2、单片机各类开发工具，开发者常用开发工具开发；3、平台硬件终端产品开发，含RTOS 版本与硬件终端和嵌入式Android 、嵌入式Linux类别的硬件应用终端平台；4、行业前沿产品的预研；5、相关产品的适配和维护；6、相关产品的技术文档。2) 任职资格1、硕士及以上学历，电子信息、计算机及相关专业；有相关岗位工作经验者优先考虑；2、数字...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1485392850J40665388316.htm,20-99人,2025-07-09 11:13:07,12000.0,20000.0,12.0
Java 中/高级软件工程师,郑州,河南誉凌电子科技有限公司,本科,5-10年,"Java,全栈开发",13000-20000,"任职要求： 计算机或相关专业本科学历或以上，8年以上java软件开发经验； 全栈高级工程师，精通Java, javascript, html, css编程语言，精通前端主流（Vue, React）框架，熟悉数据结构和数据算法； 熟悉 HTTP/TCP/UDP 等常用通讯协议，并了解其中细节和原理； 熟练掌握Spring boot、Spring Cloud、Mybatis等开发框架，熟悉Redis、...",计算机软件,http://jobs.zhaopin.com/CC597062920J40486016606.htm,20-99人,2025-05-20 14:02:21,13000.0,20000.0,14.0
赴日软件开发工程师,郑州,阳光软件株式会社,大专,5-10年,"Java,SALESFORCE,SAP,Spring,Mybatis,SPRINGBOOT,MySQL,Oracle,SQLServer",15000-20000,"公司名称：SUNNYSOFT阳光软件株式会社 岗位要求： 1、日语2级以上，能够进行日常会话，能正确理解设计书内容，有过1年以上对日开发经验或有日语能力2级以上资格证书者优先录用； 2、有以下任何一门开发语言有1年以上开发经验、或计算机专业毕业、或日语一计算机专业毕业即可：JAVA，.NET，C#，SAP，Salesforce,Python,CRM(dynamicsAX)等；有上述开发语言资格证书...",计算机软件,http://jobs.zhaopin.com/CC814253860J40091712913.htm,100-299人,2025-03-26 08:37:42,15000.0,20000.0,12.0
嵌入式软件工程师,郑州,长春捷翼汽车科技股份有限公司,本科,3-5年,"C语言,C++",10000-20000,岗位职责1. 负责电动汽车充电协议转换模块的嵌入式软件开发、调试与维护，包括但不限于国标（GB/T）、欧标（DIN70121/ISO15118）、美标（SAE J1772）等充电协议间的通信转换；2. 开发充电协议栈（如GB 27930、ISO 15118、DIN 70121等）的集成与适配；3. 实现充电桩与车载充电系统（BMS、OBC等）间的通信协议对接（如CAN、UDS、DoIP等）；4. ...,汽车研发/制造,http://jobs.zhaopin.com/CC601432520J40708721708.htm,1000-9999人,2025-02-17 10:06:41,10000.0,20000.0,14.0
赴日软件开发,郑州,株式会社レッツ·ビジネスブレーン,大专,3-5年,"Java,PHP,Python,HTML,SpringBoot,SpringCloud,SpringMVC,JavaScript",10000-20000,本公司位于日本的东京都新宿区。核心業務定位在為企業提供高端的IT人才解決方案、IT服務外包、与本公司合作的企業多為一些日本大型的上市企業。目前公司正在高速發展進程中，热烈歡迎對未來有抱負的人才參與公司的發展。如果对在日本工作有强烈的兴趣，但语言还不太行的也欢迎与我们沟通交流。只有你抱有一副强烈希望在日本工作的心，请联系我们。岗位职责赴日软件设计开发业务领域：银行，证券，保险，物流，通信等工作地点：...,计算机软件,http://jobs.zhaopin.com/CC451733520J40339300605.htm,20-99人,2024-08-06 10:39:09,10000.0,20000.0,12.0
高级后端开发工程师,郑州,河南奇点网络科技有限公司,本科,5-10年,,13000-19000,岗位名称：高级后端开发工程师作为公司产品与技术架构的核心构建者，负责设计、构建和维护支撑各项业务高可用、高性能的后端系统。负责技术难题的攻克，推动技术赋能业务、保障系统稳定可靠。岗位职责1、负责公司核心产品线的后端系统架构设计、服务端逻辑开发、API接口设计与实现，以及数据库架构设计，确保系统的高可用、高并发处理能力和可扩展性2、编写高质量、可维护的代码，进行代码审查；负责系统的部署、监控、性能调...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC453853380J40843406113.htm,20-99人,2025-11-19 16:02:09,13000.0,19000.0,12.0
嵌入式软件开发工程师,郑州,翔宇医疗,本科,5-10年,"32位单片机,8位单片机,PIC单片机,C语言,C++,Python",13000-19000,工作职责：1、担任项目开发的主要编程工作，个人项目负责制；2、按照设计要求，完成软件模块的详细设计，代码实现；3、根据研发进度和任务分配，开发系统中的功能模块和算法4、参与项目需求分析，研究项目的技术细节，根据需要进行一定的预研工作；5、负责编写软件概要设计、详细设计、通讯协议等技术文档；6、配合硬件工程师单板调试，与上位机软件联调，完成整机测试；7、根据需求对软件进行维护和升级。任职资格：1、理...,医疗设备/器械,http://jobs.zhaopin.com/CC381255110J40792039507.htm,500-999人,2025-09-09 15:41:49,13000.0,19000.0,12.0
嵌入式软件开发工程师,郑州,河南福申电子科技有限公司,本科,5-10年,"单片机,嵌入式,嵌入式操作系统,C语言,蓝牙,嵌入式软件开发,RT-Thread",12000-19000,岗位职责： 1、负责公司传感器模组中嵌入式软件的开发和测试 2、负责传感器信号处理程序的开发和测试3、根据客户需求，完成软件方案的设计及编程的编写、测试4、根据反馈信息进行软件优化升级5、对软件的各个版本进行归类整理6、对客户提供软件使用方面的支持，提供软件下载和使用的技术支持 任职资格： 1、电子、通信、仪表仪器、自动化等相关专业，本科以上学历 2、具备良好的规范文档和编程习惯，以及较强的学习和...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC492228786J00255569514.htm,100-299人,2025-04-22 08:37:45,12000.0,19000.0,12.0
Java开发（统本）,郑州,外企德科数字技术有限公司,本科,5-10年,"JavaScript,Spring,MySQL",14000-18000,1、相关计算机行业的学习和工作经验；2、熟练使用Java的基础技术，如异常处理、多线程、范型、Reflection、Annotation、JDBC、Servlet、JavaIO、Java集合类等；3、熟练使用Spring、SpringBoot等开源框架；至少熟悉其中一款数据库开源框架，比如ibatis、mybatis、hibernate等；4、至少熟悉其中一款数据库，比如mysql，oracle、...,专业技术服务,http://jobs.zhaopin.com/CCL1480117890J40834504705.htm,10000人以上,2026-01-12 00:26:54,14000.0,18000.0,12.0
Java架构师,郑州,河南省教育网,本科,3-5年,Java,13000-18000,1、参与公司平台架构 制定开发及实现规范，指导设计、实现及部署工作；2、项目核心功能的架构和代码编写，开发与维护项目核心模块；任职要求：1、至少3年以上开发经验，至少开发过一个20W用户系统；2、精通java、spring全家桶和微服务框架，熟悉vue、Jquery；3、熟悉掌握网络协议，MQ，ES，CAS，工作流等常见架构;4、精通sql语言，熟悉Oracle、MySQL数据库，熟悉redis缓...,IT服务,http://jobs.zhaopin.com/CC227152410J40689929616.htm,100-299人,2026-01-09 01:44:16,13000.0,18000.0,12.0
Java开发工程师,郑州,数字马力(杭州)信息技术有限公司,本科,1-3年,"Java,Spring,Mybatis,MySQL",10000-18000,数字马力-郑州岗位岗位职责:1.设计和优化Java相关技术系统，保证功能的有效实现。2.参与Java项目的研发，确保代码质量和系统性能。3.与团队协作，确保项目按时交付并达到预期功能。4.解决开发过程中的技术问题，保证系统运行的稳定性和安全性。任职要求：1.具备扎实的Java编程技能和良好的理论知识。2.能够独立解决技术难题，并有能力对现有系统进行优化升级。3.具有良好的团队合作精神和沟通能力，能...,企业服务,http://jobs.zhaopin.com/CCL1393569650J40819422001.htm,500-999人,2026-01-08 14:24:21,10000.0,18000.0,12.0
Java/前端/测试,郑州,外企德科数字技术有限公司,本科,1-3年,"Spring,Java",11000-18000,后端岗位职责1、独立负责单独技术模块，具备一定方案设计能力；2、理解业务线和技术方案；3、熟悉常见的开发和问题处理方式，在某些方面具备更多深度。岗位要求1、3-5年相关计算机行业的学习和工作经验；2、熟练使用Java的基础技术，如异常处理、多线程、范型、Reflection、Annotation、JDBC、Servlet、JavaIO、Java集合类等；3、熟练使用Spring、SpringBoo...,专业技术服务,http://jobs.zhaopin.com/CCL1480117890J40819609805.htm,10000人以上,2026-01-12 00:25:53,11000.0,18000.0,12.0
高级java工程师,郑州,软语科技,大专,5-10年,"Spring,MySQL",11000-18000,岗位职责：1、负责物联网基础技术平台的维护与迭代优化，确保系统具备高可用性、可扩展性和性能优势。2、负责技术服务支撑，快速定位并解决复杂技术问题，保障系统 7×24 小时稳定运行，为业务发展提供坚实技术保障。3、深入分析系统瓶颈，制定并执行性能调优方案，在高并发、大流量场景下实现系统性能质的飞跃，持续提升用户体验。任职要求：1、扎实的技术知识，5 年以上互联网大规模分布式系统研发经验，具备深厚的 ...,计算机软件,http://jobs.zhaopin.com/CC404924910J40866793912.htm,100-299人,2026-01-07 10:02:31,11000.0,18000.0,12.0
java架构师,郑州,郑州众源人力资源有限公司,本科,5-10年,"Java,JavaScript,嵌入式技术,Vue,SpringBoot,SpringCloud,平台架构,Redis",12000-18000,1.配合产品经理完成仓储系物流统软件核心模块开发，包括入库、出库、分拣、库存管理等；2.按团队规范要求参与技术方案的制定与讨论；3.参与LES系统调度算法优化，提升设备协同率；4.与MES、RCS、WCS等系统进行集成，保证集成接口的健壮性；5.能带领团队中级人员，推进开发任务按时完成；6. 按时完成上级领导交办的其他工作任务。任职要求：1.本科及以上学历，计算机、软件工程等相关专业优先，5年以上...,人力资源服务,http://jobs.zhaopin.com/CCL1304100040J40965494504.htm,100-299人,2026-01-06 17:36:15,12000.0,18000.0,13.0
嵌入式软件工程师,郑州,河南知汇电力技术有限公司,本科,1-3年,"C语言,C++,ARM处理器,32位单片机",,任职要求 ：1、本科及以上，计算机、电子、通信、自动化控制等相关专业；2、工作经验：1年以上嵌入式软件设计开发工作经验，熟悉ARM/DSP等任一平台的体系架构；3、熟悉C/C++语言，具有良好的代码编写习惯；4. 熟练掌握嵌入式交叉编译环境和软件调试工具，掌握基本的硬件调试工具的使用方法（如示波器、万用表等）；5. 具有数电模电基础，能看懂原理图和PCB图纸；5、具有良好的沟通能力和团队合作意识。...,电力/水利/热力/燃气,http://jobs.zhaopin.com/CC830515610J40624469403.htm,20-99人,2025-12-31 10:06:24,,,
国企java+七险一金+线上面试,郑州,软语科技,本科,3-5年,"Spring,MySQL",12000-18000,岗位要求：1、负责绩效管理系统应用的微服务开发工作;2、参与应用功能的设计、研发、优化;岗位职责 3、负责根据功能架构进行模块的研发，确定模块之间的接口;4、负责设计及开发业务模块功能;5、参与技术攻关，解决技术问题，有足够的钻研精神和出色的学习能力。任职要求：1.精通Java 语言，深入理解JVM原理、内存管理、类加载机制;熟练掌握高并发、多线程编程及性能调优。2.精通 Spring Boot框...,计算机软件,http://jobs.zhaopin.com/CC404924910J40862000812.htm,100-299人,2025-12-31 09:51:15,12000.0,18000.0,12.0
嵌入式系统软件工程师（郑州）,郑州,中航视嘉(北京)技术有限公司,硕士,经验不限,"ARM处理器,32位单片机,C语言,Python,Java",,岗位职责： 1、设计和开发嵌入式Linx系统的应用程序开发；2、设计和开发嵌入式Linux系统的驱动程序开发；3、负责嵌入式硬件的调试，分析和定位硬件问题。任职要求： 1、硕士1年以上或5年以上（高级）； 2、有嵌入式Linux应用软件、驱动程序开发经验； 3、有海思平台、瑞芯微平台SDK开发经验优先； 4、熟悉MIPI接口驱动优先； 5、有图像、视频相关嵌入式开发经验优先； 6、能够独立分析和解...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC650536520J40789972508.htm,20-99人,2025-12-30 00:15:02,,,
招15人【高级JAVA工程师】,郑州,八六三软件,大专,5-10年,"JavaScript,Spring,MySQL",15000-18000,大型项目经验；有管理经验、大厂经历更佳；统招本科优先，如果专科能力非常强也可。常驻南阳内乡大小周，薪资15-18k，项目制,计算机软件,http://jobs.zhaopin.com/CC621497980J40823510909.htm,500-999人,2025-12-29 17:48:56,15000.0,18000.0,12.0
新能源汽车嵌入式软件工程师,郑州,新工课在线(北京)教育科技有限公司,本科,1-3年,32位单片机,10000-18000,岗位内容： 1. 设计和开发嵌入式系统的软件2. 解决和优化系统中的技术难题3. 与团队成员合作，确保项目按时交付任职要求： 1. 有嵌入式软件开发经验2. 熟练掌握C/C++语言及嵌入式系统设计3. 能够独立分析和解决问题,科学技术推广,http://jobs.zhaopin.com/CCL1430932120J40970545304.htm,20-99人,2025-12-26 10:12:03,10000.0,18000.0,12.0
Java开发（微服务）--食堂、七险一金,郑州,软语科技,本科,3-5年,"JavaScript,Spring,Mybatis,MySQL,PostgreSQL,Redis,ElasticSearch,SPRING CLOUD",13000-18000,岗位要求： 1、负责绩效管理系统应用的微服务开发工作; 2、参与应用功能的设计、研发、优化; 岗位职责 3、负责根据功能架构进行模块的研发，确定模块之间的接口; 4、负责设计及开发业务模块功能; 5、参与技术攻关，解决技术问题，有足够的钻研精神和出色的学习能力。 任职要求： 1.精通Java 语言，深入理解JVM原理、内存管理、类加载机制;熟练掌握高并发、多线程编程及性能调优。 2.精通 Spri...,计算机软件,http://jobs.zhaopin.com/CC404924910J40826515812.htm,100-299人,2025-12-25 09:16:16,13000.0,18000.0,12.0
嵌入式软件工程师-R3315T,郑州,翔宇医疗,本科,3-5年,"调试,uCOS,故障解决,集成测试,单元测试",12000-18000,职位介绍1、负责产品的嵌入式软件开发工作；2、完成负责产品的软件架构设计和输出设计方案；3、按照需求完成模块功能开发、调试，并解决故障；4、负责集成测试和单元测试，编写测试方案，执行测试用例，并输出测试报告；任职要求：1、理工科专业本科以上学历，5年以上经验；2、精通C/C++语言，熟悉掌握面向对象设计思想，熟悉使用设计模式；3、精通STM32开发平台，熟悉ucos或者Linux等操作系统；4、有...,医疗设备/器械,http://jobs.zhaopin.com/CC381255110J40814046807.htm,500-999人,2025-12-23 16:25:44,12000.0,18000.0,12.0
医疗器械嵌入式工程师,郑州,迈世通科技,本科,经验不限,,10000-18000,职位概述招聘专注于医疗器械研发的工程师，负责电路设计与程序设计工作。具备胰岛素泵、注射泵等输注设备开发经验者优先。岗位职责· 主导医疗器械的硬件电路设计与嵌入式软件开发· 负责胰岛素泵、注射泵等相关产品的系统设计、调试与优化· 编写技术文档，完成产品测试与验证任职要求· 本科及以上学历，电子、自动化、生物医学工程等相关专业· 熟悉模拟/数字电路设计，具备嵌入式系统开发经验· 掌握C/C++等编程语...,医疗设备/器械,http://jobs.zhaopin.com/CC152083620J40865276403.htm,20-99人,2025-12-22 14:35:53,10000.0,18000.0,12.0
嵌入式软件,郑州,郑州森鹏电子技术股份有限公司,本科,3-5年,"嵌入式软件开发,控制器,Autosar,C语言,单片机开发",,岗位职责：1. 根据项目需求和进度要求，进行与嵌入式系统相关的软件开发；2. 能够独立完成软件系统代码的编写并校正；3. 能够熟练的进行程序的测试，及时发现并解决相关问题；4. 根据产品设计要求完成设计文档制作（包括Spec、通信协议、诊断协议、测试报告等）5. 控制整个项目组工作计划及目标，制定可本职工作计划，合理安排本职工作范围内各项事务的处理顺序；6. 负责软件优化及问题解决过程文档记录、跟...,汽车零部件,http://jobs.zhaopin.com/CC434250810J40270090510.htm,300-499人,2025-12-11 11:55:11,,,
嵌入式软件开发工程师--信阳，张家界,郑州,合肥科大讯飞教育发展有限公司,本科,3-5年,,12000-18000,岗位职责：1、负责物联网及嵌入式方向的教学工作、项目资源开发工作、竞赛支撑工作；2、根据教学需要及课程材料，设计上课方式，并完成备课上课； 3、完成课程辅导工作，解答学生课程疑问，保证学生的学习质量； 4、参与学术交流与研讨、宣讲、培训等，不断提升技术水平和教学能力； 5、根据公司教学发展方向对课程体系进行研讨修改、课程迭代更新。6、将产业经验转化为教学资源，设计实验室方案或实训类项目的教学内容。...,人工智能,http://jobs.zhaopin.com/CC399281220J40813639301.htm,1000-9999人,2025-12-11 11:09:56,12000.0,18000.0,14.0
java软件开发工程师,郑州,河南优赞实业有限公司,学历不限,经验不限,"JavaScript,Spring,Hibernate,Struts,SQLServer,PostgreSQL",10000-18000,岗位内容：1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2. 研究新技术，不断提升开发效率和程序性能。3. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。4. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。任职要求：1. 熟悉Java语言，熟练掌握Spring框架及相关开源技术。2. 具备扎实的计算机基础，熟悉数据结构、算法和网络编程等知识...,计算机软件,http://jobs.zhaopin.com/CCL1314726740J40738754906.htm,100-299人,2025-12-09 10:48:11,10000.0,18000.0,13.0
招20人【高级JAVA工程师】,郑州,八六三软件,大专,10年以上,SPRINGBOOT,17000-18000,大型项目经验；有管理经验、大厂经历更佳；本科优先，如果专科能力非常强也可大小周，薪资15-18k,计算机软件,http://jobs.zhaopin.com/CC621497980J40816984109.htm,500-999人,2025-12-05 21:24:01,17000.0,18000.0,12.0
